lang,sentence_id,ko_source,nllb_baseline_mt,nllb_baseline_score,pipeline_mt,pipeline_score,comet_diff,nllb_back_ko,pipeline_back_ko,nllb_labse_sim,pipeline_labse_sim,labse_diff,max_suspicion_score
tgl_Latn,KO-FIN-04027,할인발행과 관련된 비용과 절차를 확인하고 싶습니다.,Gusto kong suriin ang mga gastos at pamamaraan na nauugnay sa pagbubukas ng diskwento.,0.7705767154693604,Gusto kong suriin ang mga gastos at pamamaraan na nauugnay sa Discount pag-alis.,0.6336804628372192,-0.1368962526321411,저는 할인금 개설에 관련된 비용과 절차를 검토하고 싶습니다.,저는 디스카운트 탈퇴와 관련된 비용과 절차를 검토하고 싶습니다.,0.9326029419898987,0.8690942525863647,-0.06350868940353394,20
tha_Thai,KO-FIN-04244,backwardation은 다른 경제지표와 함께 해석하는 것이 좋습니다.,Backwardation ดีที่จะอธิบายมันพร้อมกับตัวชี้วัดทางเศรษฐกิจอื่นๆ,0.6761690974235535,ควรวิเคราะห์ ภาวะราคาล่วงหน้าต่ำกว่าราคาตลาดปัจจุบัน ร่วมกับตัวชี้วัดทางเศรษฐกิจอื่น ๆ,0.5402750372886658,-0.1358940601348877,경제의 다른 지표와 함께 설명하는 것이 좋습니다.,다른 경제 지표와 함께 현재 시장 가격보다 낮은 전면 가격을 분석해야 합니다.,0.8063428401947021,0.6200908422470093,-0.18625199794769287,40
tgl_Latn,KO-FIN-03455,차금결제 과정에서 문제가 발생한 것 같습니다.,Parang may problema sa pagbabayad ng utang.,0.7146471738815308,Mukhang may problema sa Pag-aayos ng pera.,0.5800989866256714,-0.1345481872558593,빚을 갚는 데 문제가 있는 것 같습니다.,돈 관리에 문제가 있는 것 같습니다.,0.785777747631073,0.7338082790374756,-0.05196946859359741,40
ind_Latn,KO-FIN-05017,settlement이 무엇인지 설명해 주세요.,Jelaskan apa itu settlement.,0.8552812337875366,Tolong jelaskan apa itu penyelesaian.,0.7263779640197754,-0.1289032697677612,합의가 무엇인지 설명해 주세요.,해결책이 무엇인지 설명해 주세요.,0.8707444667816162,0.840293288230896,-0.030451178550720215,50
tgl_Latn,KO-FIN-02702,이표채의 조건과 수익 구조를 확인하고 싶습니다.,Gusto kong malaman kung ano ang mga kondisyon ng utang na ito at ang istraktura ng kita.,0.648240327835083,Gusto kong suriin ang mga kondisyon at istraktura ng kita ng Ang mga tanda na ito.,0.5193527936935425,-0.1288875341415405,이 대출의 조건과 수익 구조를 알고 싶습니다.,저는 이 기호들의 조건과 소득구조를 살펴보고 싶습니다.,0.8997671604156494,0.8607516288757324,-0.03901553153991699,40
ind_Latn,KO-FIN-02150,실기주 처리 절차를 확인하고 싶습니다.,Saya ingin memeriksa proses pengolahan yang sebenarnya.,0.6491574048995972,Saya ingin mengetahui prosedur penanganan Saham yang diperdagangkan secara aktif.,0.520425021648407,-0.1287323832511901,저는 실제 처리 과정을 확인하고 싶습니다.,적극적으로 거래되는 주식을 처리하는 절차를 알고 싶습니다.,0.8605983257293701,0.683452308177948,-0.17714601755142212,50
tgl_Latn,KO-FIN-02389,외국보관기관이 무엇인지 설명해 주세요.,Ipaliwanag sa akin kung ano ang Foreign Service.,0.6484105587005615,Ipaliwanag kung ano ang Mga Tagapangasiwa ng Banyagang Bansa.,0.5217732191085815,-0.1266373395919799,외무부가 무엇인지 설명해 주세요.,외국의 감독자란 무엇인지를 설명하세요.,0.8884861469268799,0.8444055318832397,-0.04408061504364014,20
mya_Mymr,KO-FIN-00275,계약형투자신탁에 가입하기 전에 어떤 점을 확인해야 하나요?,ချုပ်ဆိုထားတဲ့ ရင်းနှီးမြှုပ်နှံမှုအဖွဲ့ကို မဝင်ခင် ဘယ်အချက်တွေကို စစ်ဆေးသင့်လဲ။,0.6876894235610962,ချုပ်ဆိုထားတဲ့ ရင်းနှီးမြှုပ်နှံမှု ယုံကြည်မှုပါ။ ကို မဝင်ခင် ဘယ်အချက်တွေကို စစ်ဆေးသင့်လဲ။,0.5626775026321411,-0.125011920928955,자금조달에 참여하기 전에 어떤 점들을 확인해야 할까요?,자금 투자 신뢰: 가입하기 전에 어떤 점들을 확인해야 할까요?,0.8881274461746216,0.7936587333679199,-0.09446871280670166,40
vie_Latn,KO-FIN-03562,채무불이행이 금융거래에 어떤 영향을 주나요?,Mất nợ ảnh hưởng như thế nào đến giao dịch tài chính?,0.8197355270385742,Vỡ nợ có ảnh hưởng như thế nào đến giao dịch tài chính này?,0.6948487758636475,-0.1248867511749267,부채 손실은 금융 거래에 어떤 영향을 미치나요?,부채가 이 금융 거래에 어떤 영향을 미치나요?,0.9309239983558655,0.8833686113357544,-0.047555387020111084,40
tgl_Latn,KO-FIN-03856,특별인출권과 관련된 거래에서는 국가별 규정과 통화를 함께 확인해야 합니다.,"Sa mga transaksyon na may kinalaman sa mga espesyal na karapatan, kailangan mong i-verify ang mga panuntunan ng bansa at ang pera.",0.7167762517929077,"Sa mga transaksyon na nauugnay sa Pangkalahatang Patent, dapat mong suriin ang mga panuntunan ng bansa at pera.",0.593017578125,-0.1237586736679077,특권과 관련된 거래에서는 국가와 통화 규정을 확인해야 합니다.,유니버설 특허와 관련된 거래에서는 국가와 통화 규정을 검토해야 합니다.,0.9072793126106262,0.8107587695121765,-0.09652054309844971,40
mya_Mymr,KO-FIN-00939,단위형 투자신탁에 가입하기 전에 어떤 점을 확인해야 하나요?,Unitary Investment Trust မှာ မဝင်ခင် ဘယ်အချက်တွေကို စစ်ဆေးသင့်လဲ။,0.8693169355392456,တစ်စိတ်တစ်ပိုင်း ရင်းနှီးမြှုပ်နှံမှု ကို မဝင်ခင် ဘယ်အချက်တွေကို စစ်ဆေးသင့်လဲ။,0.7463399171829224,-0.1229770183563232,유니터리 투자기금에 가입하기 전에 어떤 점들을 확인해야 할까요?,부분적으로 투자하기 전에 어떤 요소를 확인해야 할까요?,0.92457115650177,0.8162592053413391,-0.10831195116043091,20
tha_Thai,KO-FIN-02150,실기주 처리 절차를 확인하고 싶습니다.,ผมต้องการตรวจสอบขั้นตอนการดําเนินงาน,0.6143165826797485,ผมต้องการตรวจสอบขั้นตอนการดำเนินการสำหรับ หุ้นสามัญ,0.4964448511600494,-0.1178717315196991,운영 절차를 확인하고 싶습니다.,주식회사의 절차를 확인하고 싶습니다.,0.8519214987754822,0.8257673978805542,-0.02615410089492798,20
tgl_Latn,KO-FIN-04026,할인발행을 이용하려면 어떤 조건이 필요한가요?,Ano ang mga kundisyon para magamit ang diskwento?,0.8361344933509827,Ano ang mga kundisyon para magamit ang Discount pag-alis?,0.7185676693916321,-0.1175668239593505,할인 혜택을 받을 수 있는 조건은 무엇일까요?,퇴장 할인 혜택을 받을 수 있는 조건은 무엇입니까?,0.8782081604003906,0.844165563583374,-0.0340425968170166,20
vie_Latn,KO-FIN-01100,듀레이션의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.,Kết quả của việc phân phối có thể thay đổi tùy thuộc vào các giả định và dữ liệu thị trường được sử dụng.,0.7224701642990112,Kết quả của Thời lượng có thể thay đổi tùy thuộc vào các giả định và dữ liệu thị trường được sử dụng.,0.6054770946502686,-0.1169930696487426,배포의 결과는 가정과 사용된 시장 데이터에 따라 달라질 수 있습니다.,기간의 결과는 가정과 사용된 시장 데이터에 따라 달라질 수 있습니다.,0.9251593351364136,0.9032033681869507,-0.02195596694946289,40
mya_Mymr,KO-FIN-02540,유동화 중개기관은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.,liquidity brokerage တွေဟာ သုံးစွဲမှုအပေါ် မူတည်ပြီး ကွဲပြားနိုင်ပါတယ်။,0.6436561346054077,အရည်အသွေးမြှင့်တင်ရေး ကြားခံစနစ်။ ဟာ သုံးစွဲမှုအပေါ် မူတည်ပြီး ပြောင်းလဲနိုင်ပါတယ်။,0.528186559677124,-0.1154695749282836,유동성 중개는 용도에 따라 달라집니다.,양성 인터페이스는 애플리케이션에 따라 바뀔 수 있습니다.,0.5681955814361572,0.5285975337028503,-0.039598047733306885,40
tgl_Latn,KO-FIN-00193,결제순서조작이 무엇인지 설명해 주세요.,Ipaliwanag sa akin kung ano ang pag-aayos ng pagbabayad.,0.5610276460647583,Ipaliwanag kung ano ang Pag-aayos ng mga order ng pagtatapos.,0.446486234664917,-0.1145414113998413,결제 계약에 대해 설명해 주세요.,마감 순서를 정하는 것이 무엇인지 설명하십시오.,0.8060580492019653,0.7527161836624146,-0.05334186553955078,40
vie_Latn,KO-FIN-02223,액면발행과 관련된 비용과 절차를 확인하고 싶습니다.,Tôi muốn kiểm tra chi phí và quy trình liên quan đến việc phát hành tiền mặt.,0.7346347570419312,Tôi muốn tìm hiểu về các chi phí và thủ tục liên quan đến Phát hành theo mệnh giá.,0.6201832294464111,-0.11445152759552,현금 발행에 대한 비용과 절차를 살펴보고 싶습니다.,가격에 대한 비용과 절차에 대해 알아보고 싶습니다.,0.8992486596107483,0.8413604497909546,-0.0578882098197937,20
mya_Mymr,KO-FIN-02254,역금리와 관련된 거래 조건을 확인하고 싶습니다.,ငွေလဲလှယ်နှုန်းနဲ့ ပတ်သက်တဲ့ ငွေလဲလှယ်မှု အခြေအနေတွေကို စစ်ဆေးချင်ပါတယ်။,0.6544139385223389,ဆန့်ကျင်ဘက် အတားအဆီးပါ။ နဲ့ ပတ်သက်တဲ့ ကုန်သွယ်မှု စည်းမျဉ်းတွေကို စစ်ဆေးချင်ပါတယ်။,0.5428686738014221,-0.1115452647209167,우리는 환율에 대한 환율의 상태를 확인하고 싶습니다.,반대편의 장벽입니다.,0.7167365550994873,0.24408632516860962,-0.4726502299308777,50
tgl_Latn,KO-FIN-01561,부실채권 정리기금이 무엇인지 설명해 주세요.,Ipaliwanag sa akin kung ano ang disaster fund.,0.5838145613670349,Ipaliwanag kung ano ang Mga pondo para sa mga utang sa bangko.,0.4744864404201507,-0.1093281209468841,재난 기금이란 무엇인가 설명해 주세요.,은행 부채를 위한 자금이 무엇인지 설명해 주세요.,0.820258378982544,0.7629752159118652,-0.05728316307067871,20
vie_Latn,KO-FIN-01506,보호예수 처리 절차를 확인하고 싶습니다.,Tôi muốn xác minh các quy trình xử lý bảo vệ Jesus.,0.5635895729064941,Tôi muốn tìm hiểu về quy trình xử lý Thời gian khóa cổ phiếu.,0.4544843733310699,-0.1091051995754242,제스스를 보호하기 위한 처리 절차를 확인하고 싶습니다.,주식 봉쇄시스템에 대해 알아보고 싶습니다.,0.8221539258956909,0.6644393801689148,-0.15771454572677612,40
mya_Mymr,KO-FIN-00085,강세장이 무엇을 의미하나요?,ခိုင်မာတဲ့ မြို့ကြီးဆိုတာက ဘာကိုဆိုလိုတာလဲ။,0.6629378199577332,ဗိုလ်ချုပ်ကြီး။ ဆိုတာ ဘာကိုဆိုလိုတာလဲ။,0.5539885759353638,-0.1089492440223693,탄력적인 도시는 무엇을 의미할까요?,장군: 무슨 뜻이죠?,0.6694148778915405,0.5959248542785645,-0.07349002361297607,20
mya_Mymr,KO-FIN-05275,대출 상환일을 지나면 어떤 불이익이 있나요?,ချေးငွေ ပြန်ဆပ်တဲ့နေ့လွန်ရင် ဘယ်လိုအကျိုးဆက်တွေရှိလဲ။,0.8256449699401855,ချေးငွေ ပြန်ဆပ်ပေးပါ။ ရက်လွန်ရင် ဘယ်လိုအကျိုးဆက်တွေရှိလဲ။,0.7193229794502258,-0.1063219904899597,대출 기간을 넘어서면 어떤 결과를 초래할까요?,대출금을 갚으세요. 연봉이 지나면 어떤 결과가 있을까요?,0.8170369267463684,0.679985761642456,-0.13705116510391235,70
vie_Latn,KO-FIN-00234,겸업주의에서 이용할 수 있는 금융업무는 무엇인가요?,Những công việc tài chính nào có thể được sử dụng trong chủ nghĩa cộng tác?,0.6236878633499146,Các dịch vụ tài chính nào có sẵn tại Nguyên tắc kiêm nhiệm?,0.5186324715614319,-0.1050553917884826,어떤 금융업이 협동주의에 활용될 수 있을까요?,어떤 금융 서비스들이 책임감의 원칙에 의해 제공되는가?,0.8329252600669861,0.6850939393043518,-0.14783132076263428,40
mya_Mymr,KO-FIN-01569,부실채권정리기금채권이 무엇인지 설명해 주세요.,ချေးငွေချေးငွေဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.5489131212234497,ချေးငွေမဲ့ ချေးငွေမဲ့ ချေးငွေမဲ့ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.444360613822937,-0.1045525074005127,대출이 무엇인지 설명해 주세요.,신용카드가 무엇인지 설명해 주세요.,0.7982029914855957,0.7479084134101868,-0.050294578075408936,40
mya_Mymr,KO-FIN-02309,영시조항이 무엇을 의미하나요?,အင်္ဂလိပ်ဥပဒေက ဘာကိုဆိုလိုတာလဲ။,0.6310490965843201,အင်္ဂလိပ် ဥပဒေ။ ဆိုတာ ဘာကိုဆိုလိုတာလဲ။,0.52674400806427,-0.10430508852005,영국 법은 무엇을 의미할까요?,"""영국 법""이란 무엇일까요?",0.7066497206687927,0.5941510200500488,-0.1124987006187439,40
vie_Latn,KO-FIN-02437,우리사주조합이 무엇인지 설명해 주세요.,Hãy giải thích cho tôi biết tổ chức của chúng tôi là gì.,0.6313282251358032,Vui lòng giải thích Hiệp hội Cổ đông Nhân viên là gì.,0.5278368592262268,-0.1034913659095764,우리 조직에 대해 설명해 주세요.,직원 주식회사란 무엇인가 설명해 주시겠습니까?,0.7892588376998901,0.7156388163566589,-0.0736200213432312,40
tgl_Latn,KO-FIN-02661,이익잉여금이 무엇을 의미하나요?,Ano ang ibig sabihin ng bonus sa kita?,0.6581306457519531,Ano ang ibig sabihin ng Mga bonus ng kita?,0.5570177435874939,-0.1011129021644592,이윤 보너스는 어떤 의미일까요?,수익 보너스는 무엇을 의미합니까?,0.9112731218338013,0.8726840615272522,-0.03858906030654907,40
tgl_Latn,KO-FIN-03262,증권거래세와 관련된 시장 정보를 확인하고 싶습니다.,Gusto kong suriin ang impormasyon ng merkado tungkol sa buwis sa stock market.,0.6407699584960938,Gusto kong suriin ang impormasyon ng merkado na nauugnay sa Ito ay sa stock market..,0.5403019189834595,-0.1004680395126342,저는 주식 시장의 세금에 대한 시장 정보를 살펴보고 싶습니다.,이 정보와 관련된 시장 정보를 살펴보고 싶습니다.,0.926821231842041,0.8438814878463745,-0.0829397439956665,50
mya_Mymr,KO-FIN-01206,매매중지장치와 관련된 시장 정보를 확인하고 싶습니다.,စျေးကွက်ဆိုင်ရာ အချက်အလက်တွေကို ကြည့်ချင်ပါတယ်။,0.6672477722167969,ရောင်းဝယ်ရေး ကိရိယာပါ။ နဲ့ ပတ်သက်တဲ့ စျေးကွက် အချက်အလက်တွေကို စစ်ဆေးချင်ပါတယ်။,0.5668923854827881,-0.1003553867340087,시장 데이터를 보고 싶습니다.,"저는 시장의 정보를 조사하고,",0.7305818796157837,0.6438254117965698,-0.08675646781921387,40
tgl_Latn,KO-FIN-00867,내부유보와 관련해 투자 전에 확인해야 할 사항이 있나요?,Mayroon bang mga bagay na dapat mong suriin bago mag-invest tungkol sa mga insider?,0.6268503069877625,Mayroon bang mga bagay na dapat mong suriin bago mamuhunan tungkol sa Panloob na pag-aalaga?,0.5278167128562927,-0.0990335941314697,내부자들에 대해 투자하기 전에 고려해야 할 사항이 있나요?,가정의료에 투자하기 전에 고려해야 할 사항이 있나요?,0.9044493436813354,0.7755377888679504,-0.128911554813385,40
tgl_Latn,KO-FIN-00164,결산은 기준 시점과 작성 기준을 함께 확인해야 합니다.,Ang pagbabayad ay dapat kumpirmahin kasama ang mga pamantayan ng oras at ang mga pamantayan ng pagsulat.,0.6147193908691406,Ang Ang pagputol ay dapat na i-verify kasama ang mga pamantayan ng oras at mga pamantayan ng pagsulat.,0.519334614276886,-0.0953847765922546,지불은 시간 기준과 작성 기준으로 확인되어야 합니다.,절개는 시간 기준과 문자 기준과 함께 확인되어야 합니다.,0.7781196236610413,0.7381498217582703,-0.039969801902770996,70
tha_Thai,KO-FIN-01278,무담보사채의 조건과 수익 구조를 확인하고 싶습니다.,ผมอยากดูเงื่อนไขและโครงสร้างรายได้ของสินเชื่อที่ไม่มีหลักประกัน,0.8549141883850098,ผมต้องการตรวจสอบเงื่อนไขและโครงสร้างรายได้ของ พันธบัตรบริษัทแบบไม่มีหลักประกัน,0.7608896493911743,-0.0940245389938354,저는 비보험 대출의 조건과 수익 구조를 보고 싶습니다.,저는 유가증권의 조건과 수익 구조를 조사하고 싶습니다.,0.9340526461601257,0.9130720496177673,-0.0209805965423584,20
vie_Latn,KO-FIN-00993,대권이 무엇인지 설명해 주세요.,Hãy giải thích quyền đại diện là gì.,0.5699950456619263,Vui lòng giải thích Cuộc đua vào Nhà Trắng là gì.,0.4770911037921905,-0.0929039418697357,대리권이 무엇인지 설명해 주세요.,백악관 진출을 설명해 주시겠습니까?,0.9572243094444275,0.5322611927986145,-0.424963116645813,70
tgl_Latn,KO-FIN-00483,국민주와 관련해 투자 전에 확인해야 할 사항이 있나요?,Mayroon bang mga bagay na dapat mong suriin bago mamuhunan tungkol sa mga shareholder?,0.6117706894874573,Mayroon bang mga bagay na dapat mong suriin bago mamuhunan tungkol sa Pangulo ng Bansa?,0.5191625356674194,-0.0926081538200378,투자하기 전에 주주들에 대해 고려해야 할 사항이 있나요?,대통령에 대해 투자하기 전에 고려해야 할 사항이 있나요?,0.8899713158607483,0.8467439413070679,-0.04322737455368042,40
mya_Mymr,KO-FIN-02295,연속결제 과정에서 문제가 발생한 것 같습니다.,ဆက်တိုက်ဖြေရှင်းမှုမှာ ပြဿနာတစ်ခု ရှိပုံရတယ်။,0.6402028799057007,ဆက်တိုက် ဖြေရှင်းခြင်း။ လုပ်နေတုန်းမှာ ပြဿနာတစ်ခု ဖြစ်နေပုံရတယ်။,0.5478371977806091,-0.0923656821250915,연속적인 해결에 문제가 있는 것 같습니다.,연속적인 문제 해결: 작업 중에 문제가 있는 것 같습니다.,0.7974894642829895,0.6140453219413757,-0.18344414234161377,20
tgl_Latn,KO-FIN-00796,기본적분석의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.,Ang mga resulta ng pangunahing pag-aaral ay maaaring mag-iiba depende sa mga pang-aakala at data ng merkado na ginamit.,0.8259583711624146,Ang mga resulta ng Pangunahing Pagsusuri ay maaaring mag-iiba depende sa mga pinag-aasang data at merkado na ginamit.,0.7349992990493774,-0.0909590721130371,기본 분석의 결과는 사용된 가설과 시장 데이터에 따라 다를 수 있습니다.,기본 분석의 결과는 예상 데이터와 사용된 시장에 따라 다를 수 있습니다.,0.9594562649726868,0.9099525213241577,-0.04950374364852905,40
tgl_Latn,KO-FIN-03583,청산결제시스템 과정에서 문제가 발생한 것 같습니다.,Parang may problema sa cleaning system.,0.5894848108291626,Mukhang may problema sa Mga sistema ng paglilinis.,0.5015118718147278,-0.0879729390144348,청소시스템에 문제가 있는 것 같습니다.,정화시스템에 문제가 있는 것 같아요,0.8160821795463562,0.7529737949371338,-0.06310838460922241,20
tgl_Latn,KO-FIN-02437,우리사주조합이 무엇인지 설명해 주세요.,Ipaliwanag sa akin kung ano ang aming korporasyon.,0.585610032081604,Ipaliwanag kung ano ang Ang aming mga shareholder..,0.4977411031723022,-0.0878689289093017,우리 기업에 대해 설명해 주세요.,우리 주주들에게 설명해줘,0.7264983654022217,0.6028234958648682,-0.12367486953735352,20
tgl_Latn,KO-FIN-03847,특별결의와 관련해 투자 전에 확인해야 할 사항이 있나요?,Mayroon bang mga bagay na dapat mong suriin bago mag-invest tungkol sa mga espesyal na desisyon?,0.6965023875236511,Mayroon bang mga bagay na dapat mong suriin bago mamuhunan tungkol sa Pangkalahatang desisyon?,0.6092937588691711,-0.0872086286544799,특별한 결정에 대해 투자하기 전에 고려해야 할 사항이 있습니까?,투자하기 전에 고려해야 할 사항이 있나요?,0.909989595413208,0.8378074169158936,-0.07218217849731445,40
ind_Latn,KO-FIN-02437,우리사주조합이 무엇인지 설명해 주세요.,Jelaskan apa itu asosiasi saham kami.,0.6164454221725464,Tolong jelaskan apa itu Asosiasi Pemegang Saham Karyawan.,0.530407190322876,-0.0860382318496704,우리 주식회사가 무엇인지 설명해 주세요.,직원 주주 협회가 무엇인지 설명해 주시겠습니까?,0.8631340265274048,0.7419977784156799,-0.12113624811172485,40
mya_Mymr,KO-FIN-02150,실기주 처리 절차를 확인하고 싶습니다.,ကျွန်တော်တို့ရဲ့ လက်ရှိ စီမံခန့်ခွဲမှု လုပ်ငန်းစဉ်ကို စစ်ဆေးချင်ပါတယ်။,0.6432895660400391,လေ့ကျင့်ခန်း ကို စစ်ဆေးချင်ပါတယ်။,0.5580346584320068,-0.0852549076080322,저는 현재 운영 절차를 살펴보고 싶습니다.,저는 운동을 시험하고 싶습니다.,0.7952598929405212,0.5009094476699829,-0.29435044527053833,40
mya_Mymr,KO-FIN-02460,원본위험은 거래 조건이나 이용 가능 여부에 영향을 줄 수 있습니다.,မူလအန္တရာယ်က ကုန်သွယ်မှု အခြေအနေတွေ (သို့) သုံးစွဲမှုအပေါ် သက်ရောက်မှုရှိနိုင်တယ်။,0.6940959692001343,မူလ အန္တရာယ်ပါ။ ဟာ ကုန်သွယ်မှု အခြေအနေတွေ (သို့) သုံးစွဲမှုအပေါ် သက်ရောက်မှုရှိနိုင်ပါတယ်။,0.6091504096984863,-0.0849455595016479,원래의 위험은 거래 조건이나 사용량에 영향을 줄 수 있습니다.,이 위험은 무역 상황이나 소비에 영향을 줄 수 있습니다.,0.8905603885650635,0.6970071196556091,-0.19355326890945435,20
tgl_Latn,KO-FIN-03567,채무불이행위험을 줄이려면 어떤 점을 확인해야 하나요?,Ano ang dapat mong suriin upang mabawasan ang panganib ng pagkalugi?,0.6493394374847412,Ano ang dapat kong suriin upang mabawasan ang Mga pagsubok sa pagkalugi?,0.5656399726867676,-0.0836994647979736,손실의 위험을 줄이기 위해 무엇을 고려해야 합니까?,실패에 대한 시험을 줄이기 위해 어떻게 해야 할까요?,0.8088865280151367,0.7417581081390381,-0.06712841987609863,40
mya_Mymr,KO-FIN-03583,청산결제시스템 과정에서 문제가 발생한 것 같습니다.,ရှင်းလင်းရေး စနစ်မှာ ပြဿနာတစ်ခု ရှိပုံရတယ်။,0.6286807060241699,သန့်ရှင်းရေး စနစ်ပါ။ လုပ်နေတုန်းမှာ ပြဿနာတစ်ခု ဖြစ်နေပုံရတယ်။,0.5463844537734985,-0.0822962522506713,정제 시스템에는 문제가 있는 것 같습니다.,세척 시스템입니다. 작업 중에 문제가 있는 것 같습니다.,0.8144296407699585,0.7179613709449768,-0.09646826982498169,20
tha_Thai,KO-FIN-03562,채무불이행이 금융거래에 어떤 영향을 주나요?,ภาษีหนี้ไม่ถูกต้อง มีผลต่อการซื้อขายทางการเงินอย่างไร?,0.6118068695068359,ค่าเริ่มต้น มีผลกระทบต่อธุรกรรมทางการเงินนี้อย่างไร?,0.5298728942871094,-0.0819339752197265,부당한 부채 세금이 금융 거래에 어떤 영향을 미치나요?,시작값이 이 금융 사업에 어떤 영향을 미치나요?,0.8718010187149048,0.7548099756240845,-0.11699104309082031,40
vie_Latn,KO-FIN-02681,이자락이 무엇을 의미하나요?,Điều này có nghĩa là gì?,0.5663022994995117,Tia sáng có nghĩa là gì?,0.4849667847156524,-0.0813355147838592,이게 무슨 뜻일까요?,빛이란 무엇인가요?,0.8286064863204956,0.5454350113868713,-0.28317147493362427,40
vie_Latn,KO-FIN-01006,대량매매와 관련된 시장 정보를 확인하고 싶습니다.,Tôi muốn kiểm tra thông tin thị trường liên quan đến bán hàng hàng loạt.,0.7857559323310852,Tôi muốn xem thông tin thị trường liên quan đến Giao dịch khối lượng lớn.,0.7045716643333435,-0.0811842679977417,대량 판매와 관련된 시장 정보를 확인하고 싶습니다.,대량 거래 관련 시장 정보를 보고 싶습니다.,0.995265781879425,0.9521969556808472,-0.04306882619857788,20
mya_Mymr,KO-FIN-03060,제로베타 포트폴리오의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.,Jerobeta ရဲ့ ရလဒ်တွေဟာ သုံးထားတဲ့ ယူဆချက်တွေနဲ့ ဈေးကွက် ဒေတာကို အခြေခံပြီး ကွဲပြားနိုင်ပါတယ်။,0.7674269676208496,ဂျီရိုဗီတာ ပရိုဖိုင်လိုင်း ၏ ရလဒ်များသည် အသုံးပြုသော ယူဆချက်နှင့် ဈေးကွက် ဒေတာပေါ် မူတည်၍ ကွဲပြားနိုင်သည်။,0.6883165240287781,-0.0791104435920715,제로베타의 결과는 사용된 가정과 시장 데이터에 따라 다를 수 있습니다.,지로비타 프로필 라인의 결과는 사용된 가정과 시장 데이터에 따라 다를 수 있습니다.,0.9538793563842773,0.8870067596435547,-0.06687259674072266,20
tgl_Latn,KO-FIN-00738,금융통화운영위원회에서 이용할 수 있는 금융업무는 무엇인가요?,Ano ang mga tungkulin sa pananalapi na magagamit sa PMA?,0.5418204665184021,Ano ang mga serbisyo sa pananalapi na magagamit sa Pangkalahatang Pangkalahatang Pangkalahatang Pangkalahatang?,0.4629692137241363,-0.0788512527942657,PMA에서 사용할 수 있는 금융 기능은 무엇입니까?,금융 서비스의 종류는 어떤가요?,0.7509945631027222,0.6732974648475647,-0.07769709825515747,40
ind_Latn,KO-FIN-04785,Moddy's investment grade이 무엇인지 설명해 주세요.,Jelaskan apa itu Moddy's investment grade.,0.8662291169166565,Tolong jelaskan apa itu Peringkat investasi Moody's.,0.787696123123169,-0.0785329937934875,모디의 투자 등급이 무엇인지 설명해 주세요.,무디스 투자 등급이 무엇인지 설명해 주시겠습니까?,0.9313305616378784,0.8460630178451538,-0.08526754379272461,40
mya_Mymr,KO-FIN-02765,일반담보물이 무엇인지 설명해 주세요.,အထွေထွေ သတင်းအချက်အလက်ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.608702540397644,ယေဘုယျ သတင်းပါ။ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.5308108329772949,-0.0778917074203491,일반 정보란 무엇인가요?,"""일반적인 정보""란 무엇인가요?",0.6563361883163452,0.6293272972106934,-0.027008891105651855,20
mya_Mymr,KO-FIN-00525,국제보관기관이 무엇인지 설명해 주세요.,အပြည်ပြည်ဆိုင်ရာ လုံခြုံရေး အေဂျင်စီဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.8094114065170288,နိုင်ငံတကာ စောင့်ကြည့်ရေးအဖွဲ့ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.7315877676010132,-0.0778236389160156,국제안보기관이 무엇인지 설명해 주세요.,국제 감시기구란 무엇인가요?,0.931350588798523,0.7073601484298706,-0.22399044036865234,20
tgl_Latn,KO-FIN-00619,근저당을 이용할 때 필요한 서류는 무엇인가요?,Ano ang mga dokumento na kailangan mo upang magamit ang base room?,0.5887607336044312,Anong mga dokumento ang kailanganin kapag gumagamit ka ng Nakakatakot.?,0.5129331350326538,-0.0758275985717773,기지실을 이용하려면 어떤 서류가 필요해요?,스피커를 사용하려면 어떤 서류가 필요할까요?,0.9340085983276367,0.7912640571594238,-0.1427445411682129,40
mya_Mymr,KO-FIN-04098,현물출자와 관련된 정보를 확인하고 싶습니다.,ဒီပစ္စည်းထုတ်သူနဲ့ ပတ်သက်တဲ့ သတင်းအချက်အလက်တွေကို စစ်ဆေးချင်တယ်။,0.6473610401153564,ပွင့်လင်းမြင်သာမှု နဲ့ ပတ်သက်တဲ့ အချက်အလက်တွေကို စစ်ဆေးချင်ပါတယ်။,0.5724976062774658,-0.0748634338378906,저는 이 물건의 제조자에 대한 정보를 확인하고 싶었습니다.,저는 투명성에 대한 자료를 테스트하고 싶었습니다.,0.7387822866439819,0.6089894771575928,-0.12979280948638916,40
