sentence_id,lang,ko_source,comet_diff,labse_diff,pipeline_score,pipeline_labse_sim,nllb_baseline_mt,target_term,candidate,provider,sense_id,n_senses,nllb_consistency_labse,repaired_mt,repaired_comet_score,repaired_labse_sim,comet_up,labse_up,verdict,reason
KO-FIN-03583,tgl_Latn,청산결제시스템 과정에서 문제가 발생한 것 같습니다.,-0.0879729390144348,-0.0631083846092224,0.5015118718147278,0.7529737949371338,Parang may problema sa cleaning system.,청산결제시스템,sistema ng paglilinis at pag-aayos,groq,369,1,0.6475062966346741,Mukhang may problema sa sistema ng paglilinis at pag-aayos.,0.5070644617080688,0.768199622631073,True,True,approved,
KO-FIN-02437,tgl_Latn,우리사주조합이 무엇인지 설명해 주세요.,-0.0878689289093017,-0.1236748695373535,0.4977411031723022,0.6028234958648682,Ipaliwanag sa akin kung ano ang aming korporasyon.,우리사주조합,Samahan ng Pagmamay-ari ng Stock ng mga Empleyado,groq,495,1,0.2206522524356842,Ipaliwanag mo kung ano ang Samahan ng Pagmamay-ari ng Stock ng mga Empleyado.,0.46077588200569153,,False,False,abstain,comet_up=False (LaBSE 생략)
KO-FIN-03847,tgl_Latn,특별결의와 관련해 투자 전에 확인해야 할 사항이 있나요?,-0.0872086286544799,-0.0721821784973144,0.6092937588691711,0.8378074169158936,Mayroon bang mga bagay na dapat mong suriin bago mag-invest tungkol sa mga espesyal na desisyon?,특별결의,espesyal na resolusyon,groq,1050,1,0.4654395580291748,Mayroon bang mga bagay na dapat mong suriin bago mamuhunan tungkol sa espesyal na resolusyon?,0.6356180310249329,0.9217517971992493,True,True,approved,
KO-FIN-02150,mya_Mymr,실기주 처리 절차를 확인하고 싶습니다.,-0.0852549076080322,-0.2943504452705383,0.5580346584320068,0.5009094476699829,ကျွန်တော်တို့ရဲ့ လက်ရှိ စီမံခန့်ခွဲမှု လုပ်ငန်းစဉ်ကို စစ်ဆေးချင်ပါတယ်။,실기주,မှတ်ပုံတင်မထားသောအစုရှယ်ယာ,groq,1152,1,0.14297166466712952,မှတ်ပုံတင်မထားသောအစုရှယ်ယာ ကို စစ်ဆေးချင်ပါတယ်။,0.501191258430481,,False,False,abstain,comet_up=False (LaBSE 생략)
KO-FIN-02460,mya_Mymr,원본위험은 거래 조건이나 이용 가능 여부에 영향을 줄 수 있습니다.,-0.0849455595016479,-0.1935532689094543,0.6091504096984863,0.6970071196556091,မူလအန္တရာယ်က ကုန်သွယ်မှု အခြေအနေတွေ (သို့) သုံးစွဲမှုအပေါ် သက်ရောက်မှုရှိနိုင်တယ်။,원본위험,မူလအန္တရာယ်,groq,942,1,0.4515027105808258,မူလအန္တရာယ် ဟာ ကုန်သွယ်မှု အခြေအနေတွေ (သို့) သုံးစွဲမှုအပေါ် သက်ရောက်မှုရှိနိုင်ပါတယ်။,0.7142999768257141,0.8503221273422241,True,True,approved,
KO-FIN-03567,tgl_Latn,채무불이행위험을 줄이려면 어떤 점을 확인해야 하나요?,-0.0836994647979736,-0.0671284198760986,0.5656399726867676,0.7417581081390381,Ano ang dapat mong suriin upang mabawasan ang panganib ng pagkalugi?,채무불이행위험,panganib ng default,groq,368,1,0.37795424461364746,Ano ang dapat kong suriin upang mabawasan ang panganib ng default?,0.7897383570671082,0.8530252575874329,True,True,approved,
KO-FIN-03583,mya_Mymr,청산결제시스템 과정에서 문제가 발생한 것 같습니다.,-0.0822962522506713,-0.0964682698249816,0.5463844537734985,0.7179613709449768,ရှင်းလင်းရေး စနစ်မှာ ပြဿနာတစ်ခု ရှိပုံရတယ်။,청산결제시스템,သန့်ရှင်းနှင့် အဆောင်အပွဲ စနစ်,groq,369,1,0.4058706760406494,သန့်ရှင်းနှင့် အဆောင်အပွဲ စနစ် လုပ်နေတုန်း ပြဿနာတစ်ခု ဖြစ်နေပုံရတယ်။,0.5343220233917236,,False,False,abstain,comet_up=False (LaBSE 생략)
KO-FIN-03060,mya_Mymr,제로베타 포트폴리오의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.,-0.0791104435920715,-0.0668725967407226,0.6883165240287781,0.8870067596435547,Jerobeta ရဲ့ ရလဒ်တွေဟာ သုံးထားတဲ့ ယူဆချက်တွေနဲ့ ဈေးကွက် ဒေတာကို အခြေခံပြီး ကွဲပြားနိုင်ပါတယ်။,제로베타 포트폴리오,ဇီရို-ဘီတာ ပေါ်ဖိုလီယို,groq,164,1,0.15430948138237,ဇီရို-ဘီတာ ပေါ်ဖိုလီယို ၏ ရလဒ်များသည် အသုံးပြုသော ယူဆချက်နှင့် ဈေးကွက် ဒေတာပေါ် မူတည်၍ ကွဲပြားနိုင်သည်။,0.7317119836807251,0.9751511812210083,True,True,approved,
KO-FIN-00738,tgl_Latn,금융통화운영위원회에서 이용할 수 있는 금융업무는 무엇인가요?,-0.0788512527942657,-0.0776970982551574,0.4629692137241363,0.6732974648475647,Ano ang mga tungkulin sa pananalapi na magagamit sa PMA?,금융통화운영위원회,Lupon ng Pananalapi,groq,181,1,0.10221675783395767,Ano ang mga serbisyo sa pananalapi na magagamit sa Lupon ng Pananalapi?,0.5717990398406982,0.7911901473999023,True,True,approved,
KO-FIN-02765,mya_Mymr,일반담보물이 무엇인지 설명해 주세요.,-0.0778917074203491,-0.0270088911056518,0.5308108329772949,0.6293272972106934,အထွေထွေ သတင်းအချက်အလက်ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,일반담보물,အထွေထွေ အာမခံပစ္စည်း,groq,678,1,0.431506484746933,အထွေထွေ အာမခံပစ္စည်း ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.7711758613586426,0.762711763381958,True,True,approved,
KO-FIN-00525,mya_Mymr,국제보관기관이 무엇인지 설명해 주세요.,-0.0778236389160156,-0.2239904403686523,0.7315877676010132,0.7073601484298706,အပြည်ပြည်ဆိုင်ရာ လုံခြုံရေး အေဂျင်စီဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,국제보관기관,အပြည်ပြည်ဆိုင်ရာ အမူအရာ စောင့်ရှောက်ရေး အဖွဲ့,groq,419,1,0.43265658617019653,အပြည်ပြည်ဆိုင်ရာ အမူအရာ စောင့်ရှောက်ရေး အဖွဲ့ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.664315938949585,,False,False,abstain,comet_up=False (LaBSE 생략)
KO-FIN-00619,tgl_Latn,근저당을 이용할 때 필요한 서류는 무엇인가요?,-0.0758275985717773,-0.1427445411682129,0.5129331350326538,0.7912640571594238,Ano ang mga dokumento na kailangan mo upang magamit ang base room?,근저당,hipoteca,groq,1115,1,0.17688198387622833,Anong mga dokumento ang kailanganin kapag gumagamit ka ng hipoteca?,0.7295070886611938,0.8065170645713806,True,True,approved,
KO-FIN-04098,mya_Mymr,현물출자와 관련된 정보를 확인하고 싶습니다.,-0.0748634338378906,-0.1297928094863891,0.5724976062774658,0.6089894771575928,ဒီပစ္စည်းထုတ်သူနဲ့ ပတ်သက်တဲ့ သတင်းအချက်အလက်တွေကို စစ်ဆေးချင်တယ်။,현물출자,အကြွေးမဲ့ပေးအပ်မှု,groq,1070,1,-0.008421158418059349,အကြွေးမဲ့ပေးအပ်မှု နဲ့ ပတ်သက်တဲ့ အချက်အလက်တွေကို စစ်ဆေးချင်ပါတယ်။,0.6506402492523193,0.7105411291122437,True,True,approved,
KO-FIN-04098,tgl_Latn,현물출자와 관련된 정보를 확인하고 싶습니다.,-0.0742998421192169,-0.0783258080482482,0.4912748038768768,0.7775745391845703,Gusto kong suriin ang impormasyon tungkol sa naglalabas ng mga bagay.,현물출자,kontribusyong hindi salapi,groq,1070,1,0.17219877243041992,Gusto kong suriin ang impormasyon tungkol sa kontribusyong hindi salapi.,0.564096212387085,0.7179585695266724,True,False,abstain,labse_up=False
KO-FIN-03178,mya_Mymr,주주와 관련된 정보를 확인하고 싶습니다.,-0.073097825050354,-0.1808822154998779,0.7586212158203125,0.7027039527893066,ရှယ်ယာရှင်တွေနဲ့ ပတ်သက်တဲ့ အချက်အလက်တွေကို စစ်ဆေးချင်ပါတယ်။,주주,ရှယ်ယာရှင်,groq,1288,1,0.40576669573783875,ရှယ်ယာရှင် နဲ့ ပတ်သက်တဲ့ အချက်အလက်တွေကို စစ်ဆေးချင်ပါတယ်။,0.8627440929412842,0.8684707283973694,True,True,approved,
KO-FIN-00999,mya_Mymr,대금지급보증시스템 과정에서 문제가 발생한 것 같습니다.,-0.0730561017990112,-0.09924978017807,0.611880362033844,0.652988851070404,ငွေကြေးထောက်ပံ့မှု စနစ်မှာ ပြဿနာတစ်ခု ရှိပုံရတယ်။,대금지급보증시스템,အာမခံငွေပေးချေမှုစနစ်,groq,182,1,0.5160139203071594,အာမခံငွေပေးချေမှုစနစ် လုပ်နေတုန်း ပြဿနာတစ်ခု ဖြစ်နေပုံရတယ်။,0.6493589282035828,0.902901828289032,True,True,approved,
KO-FIN-02200,tgl_Latn,쌍방연계방식의 정확한 의미는 해당 금융거래의 맥락과 함께 확인해야 합니다.,-0.072745680809021,-0.0650132894515991,0.5998836755752563,0.7842847108840942,Ang eksaktong kahulugan ng dalawang panig na komunikasyon ay dapat na matukoy sa konteksto ng kalakalan sa pananalapi.,쌍방연계방식,dalawang-daan na koneksyon,groq,486,1,0.3772801160812378,Ang eksaktong kahulugan ng dalawang-daan na koneksyon ay dapat patunayan sa konteksto ng kalakalan sa pananalapi.,0.6461145877838135,0.8883311152458191,True,True,approved,
KO-FIN-02105,tgl_Latn,신주인수권증권이 무엇인지 설명해 주세요.,-0.071586936712265,-0.1419222354888916,0.4507663547992706,0.6549990177154541,Ipaliwanag sa akin kung ano ang isang bagong pasaporte.,신주인수권증권,warrant,groq,343,1,0.19245432317256927,Ipaliwanag mo kung ano ang warrant.,0.554241955280304,0.5217510461807251,True,False,abstain,labse_up=False
KO-FIN-02334,mya_Mymr,예탁자 처리 절차를 확인하고 싶습니다.,-0.0700547099113464,-0.3772757649421692,0.5207147598266602,0.4225514531135559,အပ်နှင်းရေး လုပ်ငန်းစဉ်ကို စစ်ဆေးချင်တယ်။,예탁자,အပ်ငွေသိုလှောင်သူ,groq,1157,1,-0.026891931891441345,အပ်ငွေသိုလှောင်သူ ကို စစ်ဆေးချင်ပါတယ်။,0.5630528330802917,0.6038858890533447,True,True,approved,
KO-FIN-00978,tgl_Latn,당일결제거래와 관련된 시장 정보를 확인하고 싶습니다.,-0.069664180278778,-0.0965666770935058,0.5119302868843079,0.7909408807754517,Gusto kong suriin ang impormasyon ng merkado na nauugnay sa mga kalakalan sa araw-araw.,당일결제거래,transaksyon na bayad sa parehong araw,groq,439,1,0.44964879751205444,Gusto kong suriin ang impormasyon ng merkado na nauugnay sa transaksyon na bayad sa parehong araw.,0.7516538500785828,0.9157499074935913,True,True,approved,
KO-FIN-01361,mya_Mymr,발기인이 무엇인지 설명해 주세요.,-0.0694857239723205,-0.34322190284729,0.5290654301643372,0.4439517259597778,Valkyrie ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,발기인,တည်ထောင်သူ,groq,1127,1,0.048216983675956726,တည်ထောင်သူ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.7020397186279297,0.8336862325668335,True,True,approved,
KO-FIN-03451,tgl_Latn,차감결제 과정에서 문제가 발생한 것 같습니다.,-0.0676894783973693,-0.1383423805236816,0.4215653836727142,0.5489989519119263,Mukhang may problema sa pag-aayos.,차감결제,netong pagbayad,groq,1021,1,0.18812799453735352,Mukhang may problema sa netong pagbayad.,0.5419633388519287,0.7810300588607788,True,True,approved,
KO-FIN-03428,tgl_Latn,질권설정자의 적용 여부는 계약 내용과 관련 법령을 확인해야 합니다.,-0.066534548997879,-0.0853993892669677,0.4984173476696014,0.6765934228897095,Dapat mong suriin ang nilalaman ng kontrata at ang mga regulasyon na nauugnay upang malaman kung ang mga tagabuo ng kalidad ay naaangkop.,질권설정자,nagpapa-utang,groq,702,1,0.2328421175479889,Dapat mong suriin ang nilalaman ng nagpapa-utang at ang mga kaugnay na batas.,0.5136715769767761,0.7202928066253662,True,True,approved,
KO-FIN-01361,tgl_Latn,발기인이 무엇인지 설명해 주세요.,-0.0651111304759979,-0.1609728336334228,0.4321857392787933,0.6758974194526672,Ipaliwanag sa akin kung ano ang balgin.,발기인,tagapagtatag,groq,1127,1,0.017233073711395264,Ipaliwanag mo kung ano ang tagapagtatag.,0.5534660816192627,0.9250646829605103,True,True,approved,
KO-FIN-01448,tgl_Latn,법정대위의 적용 여부는 계약 내용과 관련 법령을 확인해야 합니다.,-0.0649002194404602,-0.1632120013236999,0.5155651569366455,0.6599544882774353,Dapat mong suriin kung ang mga kontrata ay may kinalaman o hindi at kung ano ang mga batas na may kinalaman.,법정대위,subrogasyon,groq,852,1,0.13166320323944092,Dapat mong suriin ang nilalaman ng subrogasyon at ang mga kaugnay na batas.,0.5330224633216858,0.6584569215774536,True,False,abstain,labse_up=False
KO-FIN-03489,mya_Mymr,창고증권이 무엇인지 설명해 주세요.,-0.059514582157135,-0.0813651084899902,0.6027014255523682,0.6447877287864685,လက်မှတ်ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,창고증권,ဂိုဒေါင်လက်မှတ်,groq,1026,1,0.20090115070343018,ဂိုဒေါင်လက်မှတ် ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.6270377039909363,0.8114413619041443,True,True,approved,
KO-FIN-03428,mya_Mymr,질권설정자의 적용 여부는 계약 내용과 관련 법령을 확인해야 합니다.,-0.0532748103141784,-0.0269117951393127,0.5268860459327698,0.7559359669685364,အရည်အသွေးသတ်မှတ်သူက စာချုပ်ရဲ့ အကြောင်းအရာနဲ့ သက်ဆိုင်တဲ့ ဥပဒေတွေကို စစ်ဆေးဖို့လိုတယ်။,계약,စာချုပ်,groq,1258,1,0.32077154517173767,အရည်အသွေး ထိန်းချုပ်သူ။ ကို အသုံးပြုရန်အတွက် စာချုပ် ၏ အကြောင်းအရာနှင့် သက်ဆိုင်သော ဥပဒေများကို စစ်ဆေးရန် လိုအပ်ပါသည်။,0.583500862121582,0.7730467319488525,True,True,approved,
KO-FIN-02590,tgl_Latn,유상증자와 관련된 정보를 확인하고 싶습니다.,-0.0527979135513305,-0.0317703485488891,0.5012562870979309,0.7723835110664368,Gusto kong suriin ang impormasyon tungkol sa mga sintomas.,유상증자,pagtaas ng kapital na may bayad,groq,953,1,0.1339360624551773,Gusto kong suriin ang impormasyon tungkol sa pagtaas ng kapital na may bayad.,0.5562402009963989,0.7034027576446533,True,False,abstain,labse_up=False
KO-FIN-01278,mya_Mymr,무담보사채의 조건과 수익 구조를 확인하고 싶습니다.,-0.050872266292572,-0.0582817196846008,0.5608334541320801,0.6873832941055298,ငွေကြေးဆိုင်ရာ စည်းမျဉ်းစည်းကမ်းတွေနဲ့ ဝင်ငွေ တည်ဆောက်ပုံတွေကို ကြည့်ချင်တယ်။,무담보사채,အာမခံမရှိဘဏ္ဍာရေးအကြွေးစာချုပ်,groq,622,1,0.2735975980758667,အာမခံမရှိဘဏ္ဍာရေးအကြွေးစာချုပ် ရဲ့ အခြေအနေနဲ့ ဝင်ငွေ တည်ဆောက်ပုံကို စစ်ဆေးချင်ပါတယ်။,0.7824956774711609,0.7008647322654724,True,True,approved,
KO-FIN-02437,mya_Mymr,우리사주조합이 무엇인지 설명해 주세요.,-0.0494387149810791,-0.0447874069213867,0.5222591161727905,0.8631340265274048,ရှယ်ယာရှင်အဖွဲ့အစည်းဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,우리사주조합,အလုပ်သမား စတော့ရှယ်ယာ ပိုင်ဆိုင်မှု အဖွဲ့,groq,495,1,0.3445965647697449,အလုပ်သမား စတော့ရှယ်ယာ ပိုင်ဆိုင်မှု အဖွဲ့ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.5525091886520386,0.7134940028190613,True,False,abstain,labse_up=False
KO-FIN-02661,mya_Mymr,이익잉여금이 무엇을 의미하나요?,-0.046200156211853,-0.0631303787231445,0.849126935005188,0.7675085067749023,အကျိုးအမြတ်အပိုဆိုတာက ဘာကိုဆိုလိုတာလဲ။,이익잉여금,အကျိုးအမြတ် စုစည်းငွေ,groq,672,1,0.38985246419906616,အကျိုးအမြတ် စုစည်းငွေ က ဘာကိုဆိုလိုတာလဲ။,0.881762683391571,0.835435152053833,True,True,approved,
KO-FIN-00675,tgl_Latn,금융감독위원회/금융감독원 때문에 추가로 확인해야 할 사항이 있나요?,-0.0457489490509033,-0.25204598903656,0.5008412003517151,0.7004975080490112,Mayroon bang karagdagang mga bagay na kailangan kong suriin dahil sa Kapamunuan ng Pangkalahatang Pananalapi/Kapamunuan ng Pangkalahatang Pangkalahatang Pananalapi?,금융감독위원회/금융감독원,Komisyon sa Pagsusuperbisa ng Pananalapi,groq,59,1,0.1202237531542778,Mayroon bang karagdagang bagay na dapat kong suriin dahil sa Komisyon sa Pagsusuperbisa ng Pananalapi?,0.6156483888626099,0.9121572375297546,True,True,approved,
KO-FIN-00234,mya_Mymr,겸업주의에서 이용할 수 있는 금융업무는 무엇인가요?,-0.045038878917694,-0.0937722325325012,0.60016268491745,0.7037978172302246,ပူးပေါင်းဆောင်ရွက်မှုစနစ်မှာ သုံးနိုင်တဲ့ ဘဏ္ဍာရေး အလုပ်တွေက ဘာတွေလဲ။,겸업주의,အပြည့်အဝဘဏ်စနစ်,groq,770,1,0.2956293821334839,အပြည့်အဝဘဏ်စနစ် မှာ သုံးနိုင်တဲ့ ဘဏ္ဍာရေးလုပ်ငန်းတွေက ဘာတွေလဲ။,0.5643458366394043,,False,False,abstain,comet_up=False (LaBSE 생략)
KO-FIN-00993,tgl_Latn,대권이 무엇인지 설명해 주세요.,-0.0418884754180908,-0.0753616094589233,0.5267394781112671,0.7979108691215515,Ipaliwanag kung ano ang karapatan.,대권,pandaigdig na sertipiko,groq,1268,1,0.0759468674659729,Ipaliwanag mo kung ano ang pandaigdig na sertipiko.,0.5068877339363098,,False,False,abstain,comet_up=False (LaBSE 생략)
KO-FIN-02105,mya_Mymr,신주인수권증권이 무엇인지 설명해 주세요.,-0.0406880974769592,-0.0900230407714843,0.5797708034515381,0.6710392236709595,လိုင်စင်သစ်ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,신주인수권증권,အစုရှယ်ယာဝယ်ယူခွင့်လက်မှတ်,groq,343,1,0.2601078152656555,အစုရှယ်ယာဝယ်ယူခွင့်လက်မှတ် ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.8585031628608704,0.8625391721725464,True,True,approved,
KO-FIN-03298,tgl_Latn,증권선물위원회 처리 절차를 확인하고 싶습니다.,-0.0349644124507904,-0.0393896102905273,0.4923742711544037,0.749111533164978,Gusto kong suriin ang proseso ng SEC.,증권선물위원회,Komisyon sa Securities at Futures,groq,365,1,0.31937605142593384,Gusto kong suriin ang proseso ng pagproseso.,0.4923741817474365,,False,False,abstain,comet_up=False (LaBSE 생략)
KO-FIN-03406,mya_Mymr,직접점유 처리 절차를 확인하고 싶습니다.,-0.0339950919151306,-0.3555039763450622,0.5308166146278381,0.3121131062507629,ကျွန်တော်တို့ရဲ့ တိုက်ရိုက် ပိုင်ဆိုင်မှု လုပ်ငန်းစဉ်ကို စစ်ဆေးချင်ပါတယ်။,직접점유,တိုက်ရိုက်ပိုင်ဆိုင်မှု,groq,1016,1,0.4681771695613861,တိုက်ရိုက်ပိုင်ဆိုင်မှု ကို စစ်ဆေးချင်ပါတယ်။,0.5536230206489563,0.616783618927002,True,True,approved,
KO-FIN-01175,tgl_Latn,만기보유전략과 관련된 투자 정보를 확인하고 싶습니다.,-0.0325849056243896,-0.0445612072944641,0.5018844604492188,0.8201776742935181,Nais kong suriin ang impormasyon ng pamumuhunan na nauugnay sa mga diskarte sa pag-iingat ng buhay.,만기보유전략,estratehiya ng pagbili at paghawak,groq,446,1,0.38583266735076904,Gusto kong suriin ang impormasyon ng pamumuhunan na nauugnay sa estratehiya ng pagbili at paghawak.,0.5023635625839233,0.7851508855819702,True,False,abstain,labse_up=False
KO-FIN-03451,mya_Mymr,차감결제 과정에서 문제가 발생한 것 같습니다.,-0.0320470929145813,-0.2445806860923767,0.5207355618476868,0.4143726229667663,အေးဆေးတဲ့ ဖြေရှင်းမှုမှာ ပြဿနာတစ်ခု ရှိပုံရတယ်။,차감결제,အကြွေးချုပ်ငွေပေးချေမှု,groq,1021,1,0.20392334461212158,အကြွေးချုပ်ငွေပေးချေမှု လုပ်နေတုန်း ပြဿနာတစ်ခု ဖြစ်နေပုံရတယ်။,0.7461776733398438,0.8955980539321899,True,True,approved,
KO-FIN-05185,mya_Mymr,VP이 무엇인지 설명해 주세요.,-0.0318325161933898,-0.5076636672019958,0.8632948994636536,0.4911143183708191,VP ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,VP,ဗီပီ,groq,1304,1,0.4641376733779907,ဗီပီ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.8802129626274109,0.8067325949668884,True,True,approved,
KO-FIN-00389,tgl_Latn,공사채등록법이 무엇인지 설명해 주세요.,-0.0306894779205322,-0.2509645819664001,0.4453275799751282,0.6045445203781128,Ipaliwanag sa akin kung ano ang pagrehistro ng utang sa publiko.,공사채등록법,Batas sa Pagpaparehistro ng Pampublikong Obligasyon,groq,408,1,0.5402436256408691,Ipaliwanag mo kung ano ang Batas sa Pagpaparehistro ng Pampublikong Obligasyon.,0.5388915538787842,0.6803946495056152,True,True,approved,
KO-FIN-05123,mya_Mymr,tax call option과 관련된 납부 내역을 확인하고 싶습니다.,-0.0299773216247558,-0.135628342628479,0.8406544923782349,0.7350262999534607,tax call option နဲ့ ပတ်သက်တဲ့ ငွေပေးချေမှု အချက်အလက်တွေကို စစ်ဆေးချင်ပါတယ်။,tax call option,အခွန်ကောလ်အော့ပရှင်,groq,52,1,0.2954287528991699,အခွန်ကောလ်အော့ပရှင် နဲ့ ဆက်စပ်နေတဲ့ ငွေပေးချေမှု အချက်အလက်တွေကို စစ်ဆေးချင်ပါတယ်။,0.8500908613204956,0.7765947580337524,True,True,approved,
KO-FIN-05275,tgl_Latn,대출 상환일을 지나면 어떤 불이익이 있나요?,-0.026315152645111,-0.0300260186195373,0.6385306119918823,0.8295558094978333,Ano ang mga disbentaha kapag lumipas ang petsa ng pagbabayad ng utang?,상환,pagbawi,groq,1279,1,0.26502686738967896,Ano ang mga disbentaha kapag tapos na ang loan pagbawi araw?,0.6742324829101562,0.829555869102478,True,True,approved,
KO-FIN-03466,mya_Mymr,차변이체 또는 추심시스템을 이용하려면 어떻게 해야 하나요?,-0.0251334309577941,-0.1367404460906982,0.4940637946128845,0.690926194190979,ကားအပြောင်းအလဲ (သို့) အာရုံစိုက်မှုစနစ်ကို သုံးဖို့ ဘာလုပ်ရမလဲ။,차변이체 또는 추심시스템,ဒေဘစ်လွှဲပြောင်းစနစ်,groq,62,1,0.24820749461650848,ဒေဘစ်လွှဲပြောင်းစနစ် ကို သုံးဖို့ ဘယ်လိုလုပ်ရမလဲ။,0.5530694127082825,0.437298059463501,True,False,abstain,labse_up=False
KO-FIN-03379,tgl_Latn,지정시점결제시스템 과정에서 문제가 발생한 것 같습니다.,-0.023727148771286,-0.0908113718032836,0.4781821668148041,0.6689841747283936,Mukhang may problema sa sistema ng pag-decide sa isang lugar.,지정시점결제시스템,sistemang takdang oras ng pagbayad,groq,201,1,0.399097204208374,Mukhang may problema sa sistemang takdang oras ng pagbayad.,0.5723754167556763,0.6640917062759399,True,False,abstain,labse_up=False
KO-FIN-00483,mya_Mymr,국민주와 관련해 투자 전에 확인해야 할 사항이 있나요?,-0.0212580561637878,-0.0592353343963623,0.6200920343399048,0.8011797666549683,ရင်းနှီးမြှုပ်နှံမှု မလုပ်ခင် နိုင်ငံပိုင်ရှင်တွေနဲ့ ပတ်သက်ပြီး စစ်ဆေးဖို့လိုတာ တစ်ခုခုရှိလား။,국민주,ပြည်သူ့စတော့ရှယ်ယာ,groq,1112,1,0.2694510221481323,ပြည်သူ့စတော့ရှယ်ယာ နဲ့ပတ်သက်ပြီး ရင်းနှီးမြှုပ်နှံမှု မလုပ်ခင် သေချာဖို့ အချက်တွေရှိလား။,0.8600354194641113,0.8239964246749878,True,True,approved,
