ko_term,match_priority,lang,term_text,back_translation_ko
증권분석사,695,ind_Latn,Analis Sekuritas,증권 분석가
증권선물위원회,365,ind_Latn,Komisi Sekuritas dan Berjangka,증권선물위원회
증권시장,1009,ind_Latn,Pasar Sekuritas,증권 시장
증권시장선,696,ind_Latn,Di pasar sekuritas,증권 시장에서
증권예탁원,697,ind_Latn,Lembaga Penyimpanan Efek,증권 보관소
증권용지 관리번호,199,ind_Latn,Nomor Pengelolaan Kertas Sekuritas,증권 관리 번호
증권유통금융,530,ind_Latn,Perdagangan Sekuritas dan Keuangan,증권 거래와 금융
증권인수금융,531,ind_Latn,Pembiayaan Penjaminan Emisi Efek,이산화탄소 보증금
증권자본주의,532,ind_Latn,Kapitalisme Sekuritas,증권 자본주의
증권투자신탁,533,ind_Latn,Reksa Dana Investasi Sekuritas,증권 투자 펀드
증권특성선,698,ind_Latn,Garis Karakteristik Sekuritas,증권의 특성 라인업
증권화 현상,534,ind_Latn,Fenomena sekuritisasi,증권화 현상
증권회사 역외펀드,200,ind_Latn,Dana luar negeri perusahaan sekuritas,해외 증권 회사 펀드
증자,1289,ind_Latn,Penambahan modal,자본 추가
지방채,1183,ind_Latn,Obligasi daerah,지역 채권
지배주주,1010,ind_Latn,Pemegang saham pengendali,지배적인 주주
지분권,1184,ind_Latn,Hak kepemilikan saham,주식 소유권
지분법,1185,ind_Latn,Metode ekuitas,공평성 방법
지수법,1186,ind_Latn,Metode Indeks,인덱스 방법
지시증권,1011,ind_Latn,Surat Perintah,명령서
지정가주문,699,ind_Latn,Pesanan dengan Harga Tertentu,정해진 가격으로 주문
지정시점결제시스템,201,ind_Latn,Sistem Pembayaran pada Waktu yang Ditentukan,정해진 시간에 지불하는 시스템
지주회사,1012,ind_Latn,Perusahaan induk,주식회사
지체보상금,700,ind_Latn,Ganti rugi keterlambatan,지연에 대한 보상
직상장,1187,ind_Latn,Penawaran Umum Perdana Langsung,1차 공인중개
직접공시,1013,ind_Latn,Pengumuman Langsung,직접 발표
직접금융,1014,ind_Latn,Pembiayaan langsung,직접 자금 지원
직접발행,1015,ind_Latn,Penerbitan Langsung,직접 출판
직접점유,1016,ind_Latn,Penguasaan langsung,직접적인 지배
직접참가자,701,ind_Latn,Peserta langsung,직접 참여
직접청약,1017,ind_Latn,Pendaftaran Langsung,직접 등록
직접투자,1018,ind_Latn,Investasi Langsung,직접 투자
질권,1290,ind_Latn,Hak gadai,담보권
질권설정자,702,ind_Latn,Pemberi Hak Gadai,가이드 라이선스
질권자,1188,ind_Latn,penerima hak gadai,유가수권자
집단경쟁매매,535,ind_Latn,Transaksi Kompetitif Kelompok,그룹 경쟁 거래
집중결제,1019,ind_Latn,Pembayaran Terpusat,중앙 결제
집중예탁,1020,ind_Latn,Penitipan Terpusat,중앙 관리
차감,1291,ind_Latn,Pengurangan,감축
차감결제,1021,ind_Latn,Pembayaran dengan potongan,납부
차금결제,1022,ind_Latn,Pembayaran selisih,차이점 지불
차등배당,1023,ind_Latn,Pembagian Dividen Berbeda,이산화탄소 분배
차변 대변,703,ind_Latn,Debit Kredit,데비트 신용
차변이체 또는 추심시스템,62,ind_Latn,Sistem debitur atau sistem penagihan,채권자 또는 부과자 시스템
차익거래,1024,ind_Latn,Arbitrase,중재
차입매수,1025,ind_Latn,Pembelian dengan Pinjaman,빌려서 구매하는 것
차주,1292,ind_Latn,pemilik kendaraan,차량 소유자
차환,1293,ind_Latn,Refinancing,재금융
참가적우선주,536,ind_Latn,Saham Preferen Partisipatif,참여자 선호 주식
창고증권,1026,ind_Latn,Surat berharga gudang,보물 보관
창립총회,1027,ind_Latn,Rapat Umum Pendirian,설립총회
창업비,1189,ind_Latn,Biaya pendirian usaha,창업 비용
채권,1294,ind_Latn,Obligasi,채권
채권가격지수,537,ind_Latn,Indeks Harga Obligasi,채권 가격 인덱스
채권등급평가,538,ind_Latn,Penilaian Peringkat Obligasi,채권 등급 평가
채권딜러제도,539,ind_Latn,Sistem Pedagang Obligasi,채권 거래 시스템
채권면역전략,540,ind_Latn,Strategi Imunitas Obligasi,채권 면제 전략
채권상장심사기준,275,ind_Latn,Kriteria Penilaian Pencatatan Obligasi,채권 등록을 평가하는 기준
채권상장폐지기준,276,ind_Latn,Kriteria Pencabutan Pencatatan Obligasi,유가증권 등록을 취소하는 기준
채권선물거래,541,ind_Latn,Perdagangan Kontrak Berjangka Obligasi,채권 선물 거래
채권수익률,704,ind_Latn,Imbal hasil obligasi,유가증권 수익금
채권수익률의 기간구조,115,ind_Latn,Struktur Tenor Imbal Hasil Obligasi,채권수익의 텐어 구조
채권수익률의 위험구조,116,ind_Latn,Struktur Risiko Imbal Hasil Obligasi,채권 수익의 위험 구조
채권시가평가제,366,ind_Latn,Sistem Penilaian Nilai Pasar Obligasi,채권 시장 가치 평가 시스템
채권시장안정기금,277,ind_Latn,Dana Stabilisasi Pasar Obligasi,채권 시장 안정화 기금
채권양도,1028,ind_Latn,Pengalihan Hak Tagihan,청구권 전환
채권원리금상환,367,ind_Latn,Pembayaran Pokok dan Bunga Obligasi,유가증권과 유가증권
채무불이행,705,ind_Latn,Gagal bayar,결제가 안 됐어
채무불이행위험,368,ind_Latn,Risiko gagal bayar,결제 실패의 위험
책임재산,1029,ind_Latn,Harta yang menjadi tanggung jawab,책임의 소유물
청산,1295,ind_Latn,Likuidasi,청산
청산거래,1030,ind_Latn,Transaksi penyelesaian,결제 거래
청산결제시스템,369,ind_Latn,Sistem Penyelesaian dan Kliring,결제 및 청산 시스템
청산회사,1031,ind_Latn,Perusahaan yang sedang dalam proses likuidasi,폐지 중인 회사
청산회원,1032,ind_Latn,Anggota yang telah dihapus,삭제된 멤버
청약증거금,706,ind_Latn,Uang Jaminan Pendaftaran,등록 보증금
체결시점매매확인 시스템,79,ind_Latn,Sistem Verifikasi Transaksi pada Saat Penandatanganan,서명시 거래 확인 시스템
체계적 위험,542,ind_Latn,Risiko sistemik,시스템적 위험
초과담보율,707,ind_Latn,Rasio jaminan berlebih,과잉 보증 비율
총계정원장,708,ind_Latn,Buku Besar,큰 책
총액인수,1033,ind_Latn,Asuransi dengan Pertanggungan Total,전체 보험
총액지급증권,543,ind_Latn,Surat Utang dengan Pembayaran Total,전액 납부된 채권
총유,1296,ind_Latn,Kepemilikan Bersama,공동 소유
최소분산포트폴리오,202,ind_Latn,Portofolio dengan Varians Terendah,가장 낮은 변수가 있는 포트폴리오
최소증거금,709,ind_Latn,Setoran Awal Minimum,최소 초기 예금
최적규모,1034,ind_Latn,Ukuran optimal,최적의 크기
최적포트폴리오,370,ind_Latn,Portofolio Optimal,최적의 포트폴리오
최종이체,1035,ind_Latn,Transfer terakhir,마지막 이동
추가상장,1036,ind_Latn,Pencatatan Tambahan,추가 기록
추가증거금 납부요구,166,ind_Latn,Permintaan Pembayaran Margin Tambahan,추가 마진 지불 요청
추가증거금,710,ind_Latn,Jaminan Tambahan,추가 보증
추정이익,1037,ind_Latn,Laba yang Diperkirakan,예상 수익
추정재무제표,544,ind_Latn,Laporan Keuangan Proyeksi,재무 보고서 예측
출입직원등록제도,278,ind_Latn,Sistem Pendaftaran Karyawan yang Masuk dan Keluar,입출동 직원 등록 시스템
출자,1297,ind_Latn,Penanaman Modal,자본 투자
출자인수권,711,ind_Latn,Hak Penyerahan Saham,주식 양도권
출자전환,1038,ind_Latn,Konversi utang menjadi ekuitas,부채를 주식으로 전환합니다
출자증권,1039,ind_Latn,Surat Modal,자본금
출자총액제한,545,ind_Latn,Batas Total Modal Investasi,투자 자본의 총 한계
충당금,1190,ind_Latn,Cadangan,보급자
충분성,1191,ind_Latn,Kecukupan,충분함
카멜레온펀드,546,ind_Latn,Kamelon Fund,카멜론 펀드
컨트리 펀드,547,ind_Latn,Dana Country,컨트리 펀드
코레스은행,712,ind_Latn,Bank Kores,키로스 은행
코리아유로펀드,371,ind_Latn,Korea Euro Fund,한국 유로 펀드
코리아펀드,713,ind_Latn,Korea Fund,한국 펀드
코스닥 등록법인,279,ind_Latn,Perusahaan yang terdaftar di KOSDAQ,코스닥에 상장된 회사
코스닥 등록주식,280,ind_Latn,Saham yang terdaftar di KOSDAQ,코스닥에 상장된 주식
코스닥,1192,ind_Latn,KOSDAQ,코스닥
콘탱고,1193,ind_Latn,Contango,콘텐고
콜,1307,ind_Latn,Panggilan,전화
콜레이트,1040,ind_Latn,Koleat,콜레이트
쿠폰부사채,714,ind_Latn,Obligasi dengan kupon,부채와 쿠폰
타이거펀드,715,ind_Latn,Tiger Fund,호랑이 기금
탈중개화현상,548,ind_Latn,Fenomena deintermediasi,중재 해제 현상
텀론,1298,ind_Latn,Termon,테르몬
테크노스트럭처,372,ind_Latn,Technostructure,테크노구조
토론토선물거래소,281,ind_Latn,Bursa Berjangka Toronto,토론토 선물 거래소
토론토증권거래소,282,ind_Latn,Bursa Efek Toronto,토론토 증권 거래소
토빈의 분리정리,283,ind_Latn,Teorema Pemisahan Tobin,토빈의 분리 정리
통일규격유가증권 관리현황보고서,34,ind_Latn,Laporan Status Pengelolaan Surat Berharga dengan Standar Seragam,통일된 표준으로 가치있는 메일 관리 상태 보고
통일규격유가증권,284,ind_Latn,Surat Berharga dengan Standar Seragam,유니폼을 입은 귀중한 편지
통일상사법,716,ind_Latn,Undang-Undang Perdagangan Bersatu,통일 무역법
통정매매,1041,ind_Latn,Transaksi yang disepakati sebelumnya,미리 합의된 거래
통합결제,1042,ind_Latn,Pembayaran Terpadu,통합 결제
통합결제기구협의회,203,ind_Latn,Dewan Organisasi Pembayaran Terpadu,통일결제기구 이사회
통합계좌,1043,ind_Latn,Rekening Terpadu,통합 계좌
통화선물,1044,ind_Latn,Kontrak Berjangka Mata Uang,화폐 선물 계약
통화선물옵션,549,ind_Latn,Opsi Berjangka Mata Uang,통화 선물 옵션
통화스왑,1045,ind_Latn,Swap mata uang,통화 교환
통화안정증권,550,ind_Latn,Surat Utang Stabilisasi Mata Uang,통화 안정화 채권
통화옵션,1046,ind_Latn,Opsi mata uang,통화 옵션
통화지표,1047,ind_Latn,Indikator moneter,통화 지표
통화채권투자신탁수익증권,80,ind_Latn,Surat Berharga Hasil Investasi Reksa Dana Obligasi Mata Uang,유가증서 투자금융자금융채권
투자등록,1048,ind_Latn,Pendaftaran Investasi,투자 등록
투자신탁,1049,ind_Latn,Reksa Dana,펀드
투자신탁협회,551,ind_Latn,Asosiasi Perwalian Investasi,투자기탁자 협회
투자자문업,717,ind_Latn,Bisnis Konsultasi Investasi,투자 컨설팅 사업
특별결의,1050,ind_Latn,Keputusan Khusus,특별한 결정
특별담보물,718,ind_Latn,Barang Jaminan Khusus,특별 보증품
특별인출권,719,ind_Latn,Hak Penarikan Khusus,특별 환불권
특수채,1194,ind_Latn,Obligasi Khusus,특별한 의무
파생금융상품,552,ind_Latn,Produk keuangan derivatif,파생 금융 상품
파생적예금,720,ind_Latn,Deposito derivatif,파생물 예금
파생증권,1051,ind_Latn,Sekuritas derivatif,파생상품
파생통화,1052,ind_Latn,Mata uang turunan,파생화폐
패리티,1195,ind_Latn,paritas,부당성
팩터,1299,ind_Latn,Faktor,요인
퍼포먼스 펀드,373,ind_Latn,Dana Kinerja,성능 기금
펀드매니저,721,ind_Latn,Manajer dana,기금 관리자
페니스탁,1053,ind_Latn,Penis Tack,피니스 태크
펠드스타인이론,374,ind_Latn,Teori Feldstein,펠드스타인 이론
평가절하,1054,ind_Latn,depresiasi,우울증
폐기증권,1055,ind_Latn,Surat berharga yang telah ditarik,유가증권은 철수되었습니다
폐쇄식 담보부사채,204,ind_Latn,Obligasi beragun tertutup,자금 채권
폐쇄형 투자신탁,285,ind_Latn,Reksa Dana Tertutup,자금투자
포괄주의,1056,ind_Latn,Pendekatan komprehensif,종합적인 접근
포괄증자,1057,ind_Latn,Penambahan Modal Komprehensif,포괄적 인 자본 추가
포뮬러 플랜,553,ind_Latn,Paket Formula,포뮬러 패키지
포스트,1196,ind_Latn,Posting,포스팅
포트폴리오 관리,286,ind_Latn,Pengelolaan Portofolio,포트폴리오 관리
포트폴리오 선택,287,ind_Latn,Pemilihan Portofolio,포트폴리오 선택
포트폴리오 인슈어런스,117,ind_Latn,Asuransi Portofolio,포트폴리오 보험
폭포효과,1058,ind_Latn,Efek Air Terjun,폭포의 영향
표면이율,1059,ind_Latn,Rasio Permukaan,표면 비율
풀서비스 브로커,288,ind_Latn,Pialang Layanan Lengkap,전체 서비스 브로커
풋 옵션,1060,ind_Latn,Opsi jual,판매 옵션
풋-콜 패리티,375,ind_Latn,Paritas Put-Call,Put-Call 패리티
프로그램매매,554,ind_Latn,Perdagangan Program,프로그램 거래
플라워본드,722,ind_Latn,Flower Bond,플라워 본드
플로어 브로커,376,ind_Latn,Pialang Lantai,바닥 중개인
필터기법,1061,ind_Latn,Teknik penyaringan,필터링 기술
핑크 쉬트,723,ind_Latn,Selimut Merah Muda,청색 담요
한국선물거래소,377,ind_Latn,Bursa Berjangka Korea,한국 선물 거래소
한국선물협회,555,ind_Latn,Asosiasi Berjangka Korea,한국 미래협회
한국예탁증서,556,ind_Latn,Sertifikat Deposito Korea,한국 예금증서
한국자금중개주식회사,167,ind_Latn,Perusahaan Perseroan Terbatas Korea Fund Brokerage,한국금융중개회사
한국주택저당금융주식회사,81,ind_Latn,Perusahaan Pembiayaan Hipotek Perumahan Korea Tbk.,한국 주택담보대상사
한국증권금융주식회사,168,ind_Latn,Perusahaan Sekuritas dan Keuangan Korea Tbk.,한국보증금융회사 Tbk.
한국증권대체결제주식회사,82,ind_Latn,Perusahaan Pembayaran Alternatif Sekuritas Korea,한국보증 대안 결제회사
한국증권업협회,378,ind_Latn,Asosiasi Industri Sekuritas Korea,한국보증산업협회
한국증권연구원,379,ind_Latn,Lembaga Penelitian Sekuritas Korea,한국보증연구원
한국증권전산주식회사,169,ind_Latn,Perusahaan Komputer Sekuritas Korea Tbk.,한국보증컴퓨터 회사
할인발행,1062,ind_Latn,Penerbitan dengan diskon,할인된 출판
할인상사,1063,ind_Latn,Perusahaan Diskon,할인 회사
할인율,1197,ind_Latn,Tingkat diskon,할인율
할인채,1198,ind_Latn,Surat utang diskon,할인된 채권
합병교부금,724,ind_Latn,Dana Penggabungan,합병금
합병기일,1064,ind_Latn,Tanggal penggabungan,합병일
합병비율,1065,ind_Latn,Rasio penggabungan,합병률
합병차익,1066,ind_Latn,Keuntungan dari penggabungan,합병의 장점
합산주주,1067,ind_Latn,Pemegang saham gabungan,공동 주주
합유,1300,ind_Latn,campuran susu,우유 혼합물
핫머니,1199,ind_Latn,Uang panas,뜨거운 돈
항상성장모형,557,ind_Latn,Model Pertumbuhan Berkelanjutan,지속가능한 성장 모델
해외증권 관련주식,205,ind_Latn,Saham yang terkait dengan sekuritas luar negeri,외국의 증권과 관련된 주식
해외증권,1068,ind_Latn,Sekuritas Luar Negeri,해외 증권
헤지펀드,1069,ind_Latn,Hedge fund,헤지 펀드
헤징,1301,ind_Latn,Hedging,헤딩
현금관리계좌,558,ind_Latn,Rekening Pengelolaan Kas,현금회계
현물채,1200,ind_Latn,Obligasi tunai,현금 채권
현물출자,1070,ind_Latn,Setoran dalam bentuk barang,물품의 형태로 저장
현물환거래,725,ind_Latn,Transaksi valuta asing tunai,현금 외환 거래
현선매매,1071,ind_Latn,Perdagangan Spot,스팟 거래
현지대리인,726,ind_Latn,Agen lokal,현지 요원
현지보관기관,559,ind_Latn,Lembaga Penyimpanan Lokal,지역 저장소
호가구동시장,560,ind_Latn,Pasar Hogagu-dong,호가구동 시장
호가전예납,727,ind_Latn,Uang muka untuk pembelian rumah,주택 구매에 대한 보증금
혼합보관,1072,ind_Latn,Penyimpanan campuran,혼합 보관
혼합주,1201,ind_Latn,Minuman campuran,혼합 음료
확정금리부증권,380,ind_Latn,Surat Utang dengan Suku Bunga Tetap,은 꽃과 채권
환 포지션,728,ind_Latn,Posisi Hwan,Hwan의 위치
환노출,1202,ind_Latn,Paparan radiasi,방사선 노출
환리스크,1073,ind_Latn,Risiko fluktuasi nilai tukar,환율 변동의 위험
환어음,1203,ind_Latn,wesel,웨젤
환취권,1204,ind_Latn,Hak penarikan kembali,철수권
회사분할,1074,ind_Latn,Pemisahan Perusahaan,회사 분할
회사정리법,729,ind_Latn,Undang-Undang Restrukturisasi Perusahaan,회사 재구성법
회사채,1205,ind_Latn,Obligasi Perusahaan,회사 채권
회사형 투자신탁,289,ind_Latn,Reksa Dana Perusahaan,자금 회사
회원증권회사,561,ind_Latn,Perusahaan sekuritas anggota,회원 증권회사
후배주,1206,ind_Latn,Saham junior,소액 주식
후순위채,1075,ind_Latn,Obligasi subordinasi,부속 채권
ABMF,1076,ind_Latn,ABMF,ABMF
ABMI,1077,ind_Latn,ABMI,ABMI
ACG,1207,ind_Latn,ACG,ACG
AECSD,730,ind_Latn,AECSD,AECSD
Affirmation,118,ind_Latn,Penegasan,확인
ANNA,1078,ind_Latn,ANNA,안나
ANNA,1079,ind_Latn,ANNA,안나
ASIFMA,562,ind_Latn,ASIFMA,아시프마
ATM,1208,ind_Latn,ATM,ATM
ATS,1209,ind_Latn,ATS,ATS
AUSTRACLEAR,119,ind_Latn,AUSTRACLEAR,아우스트라클레어
BA,1302,ind_Latn,BA,BA
Bachmann Report,42,ind_Latn,Laporan Bachmann,바흐만 보고서
back office,120,ind_Latn,back office,백오피스
backwardation,63,ind_Latn,backwardation,배후화
bad delivery,83,ind_Latn,pengiriman yang buruk,배포가 안됐어
bancassurance,64,ind_Latn,bancassurance,은행보험
BBS,1210,ind_Latn,BBS,BBS
bear hug,290,ind_Latn,pelukan erat,꽉 잡고
bear raid,206,ind_Latn,serangan bear,곰의 공격
BIC,1211,ind_Latn,BIC,BIC
black monday,84,ind_Latn,Senin Hitam,블랙 월요일
blanket fidelity bond,14,ind_Latn,jaminan kesetiaan menyeluruh,전적인 충성을 보장합니다.
BLUE SKY LAW,85,ind_Latn,BLUE SKY LAW,블루 스카이 법
BOK-WIRE,291,ind_Latn,BOK-WIRE,BOK-WIRE
bond power,170,ind_Latn,kekuatan ikatan,결합의 힘
book entry only,43,ind_Latn,hanya pencatatan buku,그냥 기록일 뿐이야
buy/sell-back,65,ind_Latn,beli/jual kembali,재구매
CAMEL,731,ind_Latn,CAMEL,CAMEL
cargo project,66,ind_Latn,proyek cargo,화물 프로젝트
cashless society,35,ind_Latn,masyarakat tanpa uang tunai,현금 없는 사회
CBF,1212,ind_Latn,CBF,CBF
CBL,1213,ind_Latn,CBL,CBL
CCASS,732,ind_Latn,CCASS,CCASS
CDS,1214,ind_Latn,CDS,CDS
CDS,1215,ind_Latn,CDS,CDS
CEDEL,733,ind_Latn,CEDEL,CEDEL
CFA,1216,ind_Latn,CFA,CFA
CFI,1217,ind_Latn,CFI,CFI
CFO,1218,ind_Latn,CFO,CFO
CGIF,1080,ind_Latn,CGIF,CGIF
CGO,1219,ind_Latn,CGO,CGO
CHAPS,734,ind_Latn,CHAPS,CHAPS
checking,292,ind_Latn,pemeriksaan,검사
checkless society,29,ind_Latn,masyarakat tanpa cek,체크 없는 사회
CHESS,735,ind_Latn,Catur,체스
CHIPS,736,ind_Latn,CHIPS,칩
CIK,1220,ind_Latn,CIK,CIC
CMA,1221,ind_Latn,CMA,CMA
CMI,1222,ind_Latn,CMI,CMI
CMO,1223,ind_Latn,CMO,CMO
commodity financing,19,ind_Latn,pembiayaan komoditas,상품 금융
concentration limit,20,ind_Latn,batas konsentrasi,농도 제한
confirmation,86,ind_Latn,konfirmasi,확인
conglomerate,87,ind_Latn,konglomerat,컨글로메이트
"country risk, sovereign risk",3,ind_Latn,"risiko negara, risiko suverén","국가 위험, 주권 위험"
coupon rate,121,ind_Latn,tingkat kupon,쿠폰 요금
covered warrant,44,ind_Latn,warrant tertutup,영장이 닫혔습니다.
CPSS,1081,ind_Latn,CPSS,CPSS
CREST,737,ind_Latn,CREST,크레스트
crossing network,36,ind_Latn,jaringan persimpangan,교차로 네트워크
crown jewel,122,ind_Latn,mahakarya,위대한 작품
CSD,1224,ind_Latn,CSD,CSD
CUSIP,738,ind_Latn,CUSIP,CUSIP
D.K.,1082,ind_Latn,D.K.,D.K.
day trading,123,ind_Latn,perdagangan harian,일일 거래
DBC,1225,ind_Latn,DBC,DBC
delivery notice,45,ind_Latn,pemberitahuan pengiriman,배송 통지
dollar usance,67,ind_Latn,kurs dolar,달러 환율
DTC,1226,ind_Latn,DTC,DTC
Due bill,293,ind_Latn,Tagihan yang jatuh tempo,적립된 청구서
dutch auction,68,ind_Latn,lelang Belanda,네덜란드 경매
DVP link,294,ind_Latn,Tautan DVP,DVP 링크
E-TRADE,381,ind_Latn,E-TRADE,전자상거래
ECF,1227,ind_Latn,ECF,ECF
EDR,1228,ind_Latn,EDR,EDR
EMCC,1083,ind_Latn,EMCC,EMCC
EMEA,1084,ind_Latn,EMEA,EMEA
ETF,1229,ind_Latn,ETF,ETF
EURIBOR,382,ind_Latn,EURIBOR,EURIBOR
EUROCLEAR,207,ind_Latn,EUROCLEAR,유로클레어
EVA,1230,ind_Latn,EVA,에바
fallen angel,88,ind_Latn,malaikat yang jatuh,낙하한 천사
FED-WIRE,295,ind_Latn,FED-WIRE,FED-WIRE
fill or kill order,24,ind_Latn,"pesanan ""isi atau batalkan""","""충분 또는 취소"" 명령"
finality of payment,21,ind_Latn,kepastian pembayaran,결제 보증
five hundred dollar rule,7,ind_Latn,aturan lima ratus dolar,500달러 규칙
FIX,1231,ind_Latn,FIX,FIX
flipping,296,ind_Latn,flipping,뒤집어
FORM 10-K,208,ind_Latn,FORMULIR 10-K,양식 10-K
FORM 10-Q,209,ind_Latn,FORMULIR 10-Q,10-Q 양식
FORM 3,563,ind_Latn,FORM 3,양식 3
FORM 4,564,ind_Latn,FORMULIR 4,양식 4
FORM 8-K,297,ind_Latn,FORMULIR 8-K,양식 8-K
forward pricing,46,ind_Latn,penetapan harga di muka,앞당겨진 가격
FUND/NETWORKING,47,ind_Latn,DANA/JARINGAN,DANA/네트워크
FUND/SERV,210,ind_Latn,FUND/SERV,FUND/SERV
FV/EBITDA,211,ind_Latn,FV/EBITDA,FV/EBITDA
G-30,1085,ind_Latn,G-30,G-30
gilt-edged securities,15,ind_Latn,surat berharga yang sangat aman,매우 안전한 증권
giro lombard over draft,9,ind_Latn,giro lombard overdraft,롬바드 오버드래프트
GLOBALCLEAR,124,ind_Latn,GLOBALCLEAR,글로벌클레어
GLOBEX ALLIANCE,48,ind_Latn,GLOBEX ALLIANCE,글로벡스 동맹
GNMA,1086,ind_Latn,GNMA,GNMA
greenmail,212,ind_Latn,greenmail,그린메일
grey market,125,ind_Latn,pasar gelap,암시장
gun jumping,126,ind_Latn,gun jumping,총뛰기
HKSCC,739,ind_Latn,HKSCC,HKSCC
hub & spokes,89,ind_Latn,hub & spokes,허브와 스포크
IBAN,1087,ind_Latn,IBAN,IBAN
IID,1232,ind_Latn,IID,IID
IMF 8조국,383,ind_Latn,Negara dengan utang sebesar 8 triliun kepada IMF,IMF에 8조 달러의 빚을 지고 있는 나라
IMF 구제금융,298,ind_Latn,Bantuan Keuangan IMF,IMF 재정 지원
indenture,213,ind_Latn,perjanjian,협약
independent broker,25,ind_Latn,broker independen,독립 브로커
infrastructure,54,ind_Latn,infrastruktur,인프라
INSTINET,299,ind_Latn,INSTINET,본능
interlinker,127,ind_Latn,penghubung,연결
intermarket trading system,5,ind_Latn,sistem perdagangan antar pasar,시장 간 무역 시스템
investment bank,49,ind_Latn,bank investasi,투자 은행
investment banking,26,ind_Latn,perbankan investasi,투자 은행
investment company,27,ind_Latn,perusahaan investasi,투자 회사
ISDN,1088,ind_Latn,ISDN,ISDN
ISIN,1089,ind_Latn,ISIN,부끄러움
ISIN,1090,ind_Latn,ISIN,부끄러움
ISMA,1091,ind_Latn,ISMA,ISMA
ISO 20022,214,ind_Latn,ISO 20022,ISO 20022
ISO 7775,300,ind_Latn,ISO 7775,ISO 7775
ISO,1233,ind_Latn,ISO,ISO
ITM,1234,ind_Latn,ITM,ITM
Jobber,565,ind_Latn,Jobber,조버
kassenverein,90,ind_Latn,kassenverein,카센베레인
KELER,740,ind_Latn,KELER,켈러
killer bees,128,ind_Latn,lebah pembunuh,살인 벌
know-your customer rule,10,ind_Latn,aturan kenali nasabah Anda,고객 인식 규칙
KOSPI 200,215,ind_Latn,KOSPI 200,코스피 200
Lamfalussy기준,91,ind_Latn,Standar Lamfalussy,램팔루시 표준
LBO,1235,ind_Latn,LBO,LBO
Link-Up Markets,50,ind_Latn,Link-Up Markets,링크업 시장
local trader,92,ind_Latn,pedagang lokal,지역 상인
M&A,1236,ind_Latn,M&A,M&A
"M1, M2, M3",171,ind_Latn,"M1, M2, M3","M1, M2, M3"
MADOFF,566,ind_Latn,MADOFF,마도프
MALONEY ACT,129,ind_Latn,UNDANG-UNDANG MALONEY,MALONEY 새들
matched book,93,ind_Latn,buku yang cocok,적절한 책입니다.
matching fund,69,ind_Latn,dana pendamping,동반자 기금
MIC,1237,ind_Latn,MIC,MIC
MiFID,741,ind_Latn,MiFID,MiFID
MIT,1238,ind_Latn,MIT,MIT
MM의 자본구조 이론,130,ind_Latn,Teori Struktur Modal MM,MM 자본 구조 이론
Moddy's investment grade,8,ind_Latn,Peringkat investasi Moody's,모디의 투자 평가
MONTE TITOLI S.P.A.,22,ind_Latn,MONTE TITOLI S.P.A.,몬테 티톨리 스파
MSRB,1092,ind_Latn,MSRB,MSRB
narrow bank,131,ind_Latn,bank khusus,특수 은행
national market system,12,ind_Latn,sistem pasar nasional,국가 시장 시스템
NECIGEF,384,ind_Latn,NECIGEF,NECIGEF
net credit or net debit position,1,ind_Latn,posisi kredit bersih atau posisi debit bersih,순채권 위치 또는 순채권 위치
net debit caps,55,ind_Latn,batas debit bersih,순수 유출 제한
net sender limits,30,ind_Latn,batas pengirim jaringan,네트워크 송신자 제한
NICRA,742,ind_Latn,NICRA,NICRA
NMPG,1093,ind_Latn,NMPG,NMPG
nominee name,94,ind_Latn,nama calon,후보자의 이름
nostro account,56,ind_Latn,akun kami,우리 계좌
NSCC,1094,ind_Latn,NSCC,NSCC
NYSE rule 387,70,ind_Latn,Aturan NYSE 387,NYSE 규칙 387
on-line system,57,ind_Latn,sistem daring,온라인 시스템
open position,71,ind_Latn,lowongan pekerjaan,일자리
OTM,1239,ind_Latn,OTM,OTM
P&A,1240,ind_Latn,P&A,질문과 답변
pac-man strategy,37,ind_Latn,strategi Pac-Man,팩맨 전략
paper-based credit transfers,4,ind_Latn,transfer kredit berbasis kertas,종이에 기반한 신용 송금
PB,1303,ind_Latn,PB,PB
PIKS,1095,ind_Latn,PIKS,픽스
plus tick,216,ind_Latn,plus centang,+ 체크
poison pill,132,ind_Latn,poison pill,독약
POSIT,743,ind_Latn,POSIT,포시트
position,301,ind_Latn,posisi,위치
pre-commitment approach,11,ind_Latn,pendekatan pra-komitmen,사전 약속의 접근
PTS,1241,ind_Latn,PTS,PTS
QFI,1242,ind_Latn,QFI,QFI
QIB,1243,ind_Latn,QIB,QIB
QuantEX,385,ind_Latn,QuantEX,퀀트엑스
registar,302,ind_Latn,registar,등록
registered competitive trader,2,ind_Latn,pedagang terdaftar yang berkompetisi,경쟁하는 등록 상인
REGULATION A,95,ind_Latn,PERATURAN A,규칙 A
REGULATION D,96,ind_Latn,PERATURAN D,규칙 D
REGULATION G,97,ind_Latn,PERATURAN G,규칙 G
REGULATION Q,98,ind_Latn,PERATURAN Q,Q 규칙
REGULATION T,99,ind_Latn,PERATURAN T,규칙 T
REGULATION U,100,ind_Latn,PERATURAN U,규칙 U
RELIT,744,ind_Latn,RELIT,RELIT
reorganization,58,ind_Latn,reorganisasi,재구성
repo-to-maturity,38,ind_Latn,repo hingga jatuh tempo,매장기간까지요
