ko_term,lang,term_text,back_translation_ko,similarity,len_ratio,is_short,is_dup,suspicion_score,reasons
poison pill,tha_Thai,กลไกป้องกันการเข้าซื้อกิจการ,접근 방지 메커니즘,0.095,0.91,False,False,40,역번역 유사도 낮음(0.10)
poison pill,mya_Mymr,အဆိပ်ဆေးပါ။,독약입니다.,0.0,0.55,False,False,40,역번역 유사도 낮음(0.00)
pre-commitment approach,vie_Latn,phương pháp cam kết trước,사전 약속 방법,0.065,0.35,False,False,40,역번역 유사도 낮음(0.06)
pre-commitment approach,ind_Latn,pendekatan pra-komitmen,사전 약속의 접근,0.062,0.39,False,False,40,역번역 유사도 낮음(0.06)
registar,vie_Latn,registar,레지스터,0.0,0.5,False,False,40,역번역 유사도 낮음(0.00)
registar,tha_Thai,ผู้จดทะเบียน,등록자,0.0,0.38,False,False,40,역번역 유사도 낮음(0.00)
registered competitive trader,vie_Latn,nhà giao dịch cạnh tranh đã đăng ký,경쟁 거래자가 등록되었습니다.,0.089,0.55,False,False,40,역번역 유사도 낮음(0.09)
registered competitive trader,ind_Latn,pedagang terdaftar yang berkompetisi,경쟁하는 등록 상인,0.103,0.34,False,False,40,역번역 유사도 낮음(0.10)
registered competitive trader,tha_Thai,ผู้ค้าที่ได้รับการจดทะเบียนเพื่อแข่งขัน,경기에 등록된 상인,0.103,0.34,False,False,40,역번역 유사도 낮음(0.10)
registered competitive trader,mya_Mymr,Registered Competitive Trader လို့ခေါ်ပါတယ်။,등록된 경쟁상거래자라고 합니다.,0.087,0.59,False,False,40,역번역 유사도 낮음(0.09)
repo-to-maturity,ind_Latn,repo hingga jatuh tempo,매장기간까지요,0.0,0.44,False,False,40,역번역 유사도 낮음(0.00)
repo-to-maturity,tha_Thai,อัตราผลตอบแทนจนถึงวันครบกำหนด,정해진 기간까지의 수익률,0.0,0.81,False,False,40,역번역 유사도 낮음(0.00)
repo-to-maturity,mya_Mymr,Repo-to-maturity ဆိုတာက,리포-트-메이쳐티는,0.154,0.62,False,False,40,역번역 유사도 낮음(0.15)
round lot,vie_Latn,lô đất hình tròn,원형의 토지,0.133,0.67,False,False,40,역번역 유사도 낮음(0.13)
round lot,ind_Latn,lahan berbentuk bulat,원형의 토지,0.133,0.67,False,False,40,역번역 유사도 낮음(0.13)
round lot,tha_Thai,โครงเรื่องแบบวงกลม,원형의 이야기입니다.,0.1,1.22,False,False,40,역번역 유사도 낮음(0.10)
round lot,mya_Mymr,အဝိုင်းအထုပ်,둥근 포장지,0.133,0.67,False,False,40,역번역 유사도 낮음(0.13)
rule OF 72,vie_Latn,Quy tắc 72,72번 규칙,0.25,0.6,False,False,40,역번역 유사도 낮음(0.25)
rule OF 72,ind_Latn,Aturan 72,72번 규칙,0.25,0.6,False,False,40,역번역 유사도 낮음(0.25)
rule OF 72,tha_Thai,กฎ 72,72번 규칙,0.25,0.6,False,False,40,역번역 유사도 낮음(0.25)
rule OF 72,mya_Mymr,၇၂ စည်းမျဉ်း,72개의 규칙,0.235,0.7,False,False,40,역번역 유사도 낮음(0.24)
rule of fair practice,vie_Latn,nguyên tắc thực hành công bằng,공정한 관행의 원칙,0.129,0.48,False,False,40,역번역 유사도 낮음(0.13)
rule of fair practice,ind_Latn,prinsip praktik yang adil,공평한 원칙의 실천,0.129,0.48,False,False,40,역번역 유사도 낮음(0.13)
rule of fair practice,tha_Thai,หลักการปฏิบัติอย่างยุติธรรม,공정한 행동의 원칙,0.129,0.48,False,False,40,역번역 유사도 낮음(0.13)
rule of fair practice,mya_Mymr,Fair Practice ရဲ့ စည်းမျဉ်းပါ။,공정한 실천의 법칙입니다.,0.114,0.67,False,False,40,역번역 유사도 낮음(0.11)
segregation of securities,tha_Thai,การแยกประเภทหลักทรัพย์,자금의 종류를 구분하고,0.108,0.48,False,False,40,역번역 유사도 낮음(0.11)
sleeping beauty,vie_Latn,Người đẹp ngủ trong rừng,숲에서 자고 있는 아름다운 여자,0.062,1.13,False,False,40,역번역 유사도 낮음(0.06)
sleeping beauty,ind_Latn,putri tidur,딸은 자고 있어요,0.083,0.6,False,False,40,역번역 유사도 낮음(0.08)
sleeping beauty,tha_Thai,เจ้าหญิงนิทรา,니트라 공주님,0.091,0.47,False,False,40,역번역 유사도 낮음(0.09)
sleeping beauty,mya_Mymr,အိပ်ပျော်နေတဲ့ အလှမယ်,잠자는 미녀,0.095,0.4,False,False,40,역번역 유사도 낮음(0.10)
snow balling,vie_Latn,hiệu ứng quả cầu tuyết,눈덩어리 효과,0.105,0.58,False,False,40,역번역 유사도 낮음(0.11)
snow balling,ind_Latn,efek bola salju,스노우볼 효과,0.105,0.58,False,False,40,역번역 유사도 낮음(0.11)
snow balling,tha_Thai,ลูกหิมะที่กลิ้งใหญ่ขึ้นเรื่อยๆ,얼음덩어리는 점점 더 커지고 있습니다.,0.061,1.75,False,False,40,역번역 유사도 낮음(0.06)
spagetti problem,vie_Latn,vấn đề mì spaghetti,스파게티 문제,0.087,0.44,False,False,40,역번역 유사도 낮음(0.09)
spagetti problem,ind_Latn,masalah spageti,스파게티 문제,0.087,0.44,False,False,40,역번역 유사도 낮음(0.09)
spagetti problem,tha_Thai,ปัญหาสปาเก็ตตี้,스파티 문제,0.091,0.38,False,False,40,역번역 유사도 낮음(0.09)
spagetti problem,mya_Mymr,Spagetti ပြဿနာပါ။,스파게티 문제입니다.,0.074,0.69,False,False,40,역번역 유사도 낮음(0.07)
stock power,vie_Latn,sức mạnh cổ phiếu,주식 힘,0.133,0.36,False,False,40,역번역 유사도 낮음(0.13)
stock power,tha_Thai,กำลังของสต็อก,스톡의 힘,0.125,0.45,False,False,40,역번역 유사도 낮음(0.12)
stock power,mya_Mymr,စတော့ စွမ်းအင်,원자력입니다.,0.0,0.64,False,False,40,역번역 유사도 낮음(0.00)
stock watcher,vie_Latn,công cụ theo dõi cổ phiếu,주식 추적 도구,0.095,0.62,False,False,40,역번역 유사도 낮음(0.10)
stock watcher,ind_Latn,pengamat saham,주식 관찰자,0.105,0.46,False,False,40,역번역 유사도 낮음(0.11)
stock watcher,tha_Thai,ติดตามราคาหุ้น,주식 가격을 지켜보세요.,0.077,1.0,False,False,40,역번역 유사도 낮음(0.08)
stock watcher,mya_Mymr,စတော့ စောင့်ကြည့်သူ။,관측자가 되세요.,0.091,0.69,False,False,40,역번역 유사도 낮음(0.09)
street name,vie_Latn,tên đường,거리의 이름,0.118,0.55,False,False,40,역번역 유사도 낮음(0.12)
street name,ind_Latn,nama jalan,거리 이름,0.125,0.45,False,False,40,역번역 유사도 낮음(0.12)
street name,tha_Thai,ชื่อถนน,거리 이름,0.125,0.45,False,False,40,역번역 유사도 낮음(0.12)
street name,mya_Mymr,လမ်းအမည်,거리 이름,0.125,0.45,False,False,40,역번역 유사도 낮음(0.12)
subparticipation,vie_Latn,sự tham gia gián tiếp,간접적인 참여,0.0,0.44,False,False,40,역번역 유사도 낮음(0.00)
subparticipation,tha_Thai,การมีส่วนร่วมระดับย่อย,소규모 참여,0.0,0.38,False,False,40,역번역 유사도 낮음(0.00)
suicide pill,mya_Mymr,ကိုယ့်ကိုယ်ကို သတ်သေဆေးပါ။,스스로 목숨을 끊으세요.,0.08,1.08,False,False,40,역번역 유사도 낮음(0.08)
sunday bank,vie_Latn,Ngân hàng Sunday,일요일 은행,0.118,0.55,False,False,40,역번역 유사도 낮음(0.12)
sunday bank,ind_Latn,bank hari Minggu,은행 일요일,0.118,0.55,False,False,40,역번역 유사도 낮음(0.12)
sunday bank,tha_Thai,ธนาคารวันอาทิตย์,일요일 은행,0.118,0.55,False,False,40,역번역 유사도 낮음(0.12)
sunday bank,mya_Mymr,Sunday Bank မှာ,저는 일요일 은행에서,0.091,1.0,False,False,40,역번역 유사도 낮음(0.09)
sushi bond,vie_Latn,trái phiếu sushi,수시 채권,0.133,0.5,False,False,40,역번역 유사도 낮음(0.13)
sushi bond,ind_Latn,sushi bond,수시 본드,0.133,0.5,False,False,40,역번역 유사도 낮음(0.13)
sushi bond,tha_Thai,พันธบัตรซูชิ,수시증권,0.0,0.4,False,False,40,역번역 유사도 낮음(0.00)
sushi bond,mya_Mymr,ဆူရှီဘောင်,수시 프레임,0.125,0.6,False,False,40,역번역 유사도 낮음(0.12)
system repo,vie_Latn,kho hệ thống,시스템 저장소,0.111,0.64,False,False,40,역번역 유사도 낮음(0.11)
system repo,ind_Latn,repositori sistem,시스템 저장소,0.111,0.64,False,False,40,역번역 유사도 낮음(0.11)
system repo,tha_Thai,คลังข้อมูลระบบ,시스템 데이터베이스,0.095,0.91,False,False,40,역번역 유사도 낮음(0.10)
system repo,mya_Mymr,system repo ကို,시스템 리포,0.118,0.55,False,False,40,역번역 유사도 낮음(0.12)
tax call option,vie_Latn,quyền chọn mua thuế,세금 구매 옵션,0.174,0.53,False,False,40,역번역 유사도 낮음(0.17)
tax call option,ind_Latn,opsi beli pajak,세금 구매 옵션,0.174,0.53,False,False,40,역번역 유사도 낮음(0.17)
tax call option,tha_Thai,สิทธิ์ซื้อภาษี,세금을 받을 수 있는 권리,0.138,0.93,False,False,40,역번역 유사도 낮음(0.14)
tax call option,mya_Mymr,အခွန်ခေါ်ဆိုမှု ရွေးချယ်မှု,세금 징수 선택,0.174,0.53,False,False,40,역번역 유사도 낮음(0.17)
ticker tape,ind_Latn,pita ticker,티커 테이퍼,0.118,0.55,False,False,40,역번역 유사도 낮음(0.12)
ticker tape,mya_Mymr,တီကာ တိပ်ပါ။,틱테이프입니다.,0.0,0.73,False,False,40,역번역 유사도 낮음(0.00)
tranches,ind_Latn,tranche,트랜치,0.0,0.38,False,False,40,역번역 유사도 낮음(0.00)
tranches,mya_Mymr,အလှူငွေတွေ,기부금,0.0,0.38,False,False,40,역번역 유사도 낮음(0.00)
twenty-day period,vie_Latn,thời hạn 20 ngày,기간 20일,0.087,0.35,False,False,40,역번역 유사도 낮음(0.09)
twenty-day period,ind_Latn,periode dua puluh hari,20일 기간,0.087,0.35,False,False,40,역번역 유사도 낮음(0.09)
twenty-day period,tha_Thai,ช่วงเวลา 20 วัน,20일 동안,0.087,0.35,False,False,40,역번역 유사도 낮음(0.09)
twenty-day period,mya_Mymr,(၂၀) ရက်ကာလ,20일 기간,0.087,0.35,False,False,40,역번역 유사도 낮음(0.09)
two-dollar broker,vie_Latn,nhà môi giới hai đô la,중개인 2달러,0.083,0.41,False,False,40,역번역 유사도 낮음(0.08)
two-dollar broker,ind_Latn,broker dua dolar,브로커 2달러,0.083,0.41,False,False,40,역번역 유사도 낮음(0.08)
two-dollar broker,tha_Thai,ผู้กลางที่คิดค่าบริการสองดอลลาร์,중개인은 2달러를 청구합니다.,0.061,0.94,False,False,40,역번역 유사도 낮음(0.06)
two-dollar broker,mya_Mymr,နှစ်ဒေါ်လာ ကုန်သည်,2달러 상인,0.087,0.35,False,False,40,역번역 유사도 낮음(0.09)
two-sided comparison,vie_Latn,so sánh hai mặt,두 면을 비교합니다.,0.065,0.55,False,False,40,역번역 유사도 낮음(0.06)
two-sided comparison,tha_Thai,การเปรียบเทียบสองด้าน,두 가지 측면의 비교,0.065,0.55,False,False,40,역번역 유사도 낮음(0.06)
uniform practice code,vie_Latn,bộ quy tắc thực hành thống nhất,통일된 행동 규칙,0.133,0.43,False,False,40,역번역 유사도 낮음(0.13)
uniform practice code,ind_Latn,kode praktik seragam,유니폼 연습 코드,0.133,0.43,False,False,40,역번역 유사도 낮음(0.13)
uniform practice code,tha_Thai,รหัสปฏิบัติมาตรฐาน,표준 코드입니다.,0.067,0.43,False,False,40,역번역 유사도 낮음(0.07)
uniform practice code,mya_Mymr,ယူနီဖောင်းလေ့ကျင့်မှု ကုဒ်။,유니폼을 입어야 합니다.,0.118,0.62,False,False,40,역번역 유사도 낮음(0.12)
uptick,vie_Latn,sự tăng nhẹ,가벼운 상승,0.0,1.0,False,False,40,역번역 유사도 낮음(0.00)
uptick,tha_Thai,การเพิ่มขึ้นเล็กน้อย,작은 상승,0.0,0.83,False,False,40,역번역 유사도 낮음(0.00)
value broker,vie_Latn,nhà môi giới giá trị,가치 브로커,0.111,0.5,False,False,40,역번역 유사도 낮음(0.11)
value broker,ind_Latn,broker nilai,가치 브로커,0.111,0.5,False,False,40,역번역 유사도 낮음(0.11)
value broker,tha_Thai,ผู้กลางด้านมูลค่า,가치 중개자,0.111,0.5,False,False,40,역번역 유사도 낮음(0.11)
value broker,mya_Mymr,Value Broker လို့ခေါ်ပါတယ်။,이것은 가치중개자라고 불립니다.,0.069,1.42,False,False,40,역번역 유사도 낮음(0.07)
value date,ind_Latn,tanggal nilai,가치 날짜,0.133,0.5,False,False,40,역번역 유사도 낮음(0.13)
value date,tha_Thai,วันที่บันทึกมูลค่า,가치 기록 날짜,0.111,0.8,False,False,40,역번역 유사도 낮음(0.11)
value date,mya_Mymr,value date ကို,값은 날짜입니다.,0.105,0.9,False,False,40,역번역 유사도 낮음(0.11)
wire house,vie_Latn,công ty chứng khoán lớn,큰 주식회사,0.125,0.6,False,False,40,역번역 유사도 낮음(0.12)
wire house,ind_Latn,perusahaan sekuritas besar,큰 증권 회사,0.118,0.7,False,False,40,역번역 유사도 낮음(0.12)
wire house,tha_Thai,บริษัทหลักทรัพย์,자본회사,0.0,0.4,False,False,40,역번역 유사도 낮음(0.00)
wire house,mya_Mymr,ဝိုင်ယာအိမ်,유선 집,0.143,0.4,False,False,40,역번역 유사도 낮음(0.14)
가격역지정 주문,mya_Mymr,ကုန်ကျစရိတ် သတ်မှတ်ချက်။,비용입니다.,0.0,0.75,False,False,40,역번역 유사도 낮음(0.00)
가격우선의 원칙,tha_Thai,หลักการให้ความสำคัญกับราคา,이 원칙은 가격에 초점을 맞추고 있습니다.,0.194,2.88,False,False,40,역번역 유사도 낮음(0.19)
가격우선의 원칙,mya_Mymr,ဈေးနှုန်း မြင့်မားမှု မူဝါဒ,물가 상승 정책,0.25,1.0,False,False,40,역번역 유사도 낮음(0.25)
가교은행,ind_Latn,Bank Jembatan,브리지 뱅크,0.0,1.5,False,False,40,역번역 유사도 낮음(0.00)
가교은행,tgl_Latn,Ang mga bangko ng sasakyan,차량의 좌석,0.0,1.5,False,False,40,역번역 유사도 낮음(0.00)
가산금리,vie_Latn,Lãi suất cộng thêm,이산화탄소,0.222,1.25,False,False,40,역번역 유사도 낮음(0.22)
가산금리,tha_Thai,อัตราดอกเบี้ยเพิ่มเติม,이자율을 높여서,0.0,2.0,False,False,40,역번역 유사도 낮음(0.00)
가산금리,mya_Mymr,အိမ်မွေးတိရစ္ဆာန်,애완동물,0.0,1.0,False,False,40,역번역 유사도 낮음(0.00)
가산금리,tgl_Latn,Pag-aalaga ng mga hayop,동물 보호,0.0,1.25,False,False,40,역번역 유사도 낮음(0.00)
가압류,vie_Latn,Tạm giữ tài sản,재산 감금,0.0,1.67,False,False,40,역번역 유사도 낮음(0.00)
가압류,tha_Thai,ไฟล์แนบ,밀접한 파일,0.0,2.0,False,False,40,역번역 유사도 낮음(0.00)
가압류,mya_Mymr,ဖိအားပေးသတ္တဝါများ,압도적인 동물들,0.182,2.67,False,False,40,역번역 유사도 낮음(0.18)
가중주가평균,vie_Latn,Trung bình giá trị gia quyền,평균 소유 가치,0.286,1.33,False,False,40,역번역 유사도 낮음(0.29)
가중주가평균,tha_Thai,ค่าเฉลี่ยเคลื่อนที่ถ่วงน้ำหนัก,무게가 움직이는 평균입니다.,0.286,2.5,False,False,40,역번역 유사도 낮음(0.29)
가중주가평균,mya_Mymr,အဝလွန်သူတွေဟာ ပျမ်းမျှအားဖြင့်,비만 환자는 평균적으로,0.222,2.0,False,False,40,역번역 유사도 낮음(0.22)
가중주가평균,tgl_Latn,Ang mga taong sobra sa timbang ay,과체중은,0.2,0.67,False,False,40,역번역 유사도 낮음(0.20)
간사단,vie_Latn,Ban thư ký,비서실,0.0,1.0,False,False,40,역번역 유사도 낮음(0.00)
간사단,ind_Latn,Tim Sekretariat,사무국 팀,0.25,1.67,False,False,40,역번역 유사도 낮음(0.25)
간사단,mya_Mymr,စောင့်ကြည့်ရေး,감시,0.0,0.67,False,False,40,역번역 유사도 낮음(0.00)
간사단,tgl_Latn,Mga Tagapangasiwa,감독자,0.0,1.0,False,False,40,역번역 유사도 낮음(0.00)
간사회사,tha_Thai,คณะกรรมการจัดงาน,기획위원회,0.222,1.25,False,False,40,역번역 유사도 낮음(0.22)
간사회사,mya_Mymr,စောင့်ရှောက်သူပါ။,저는 보호자입니다.,0.0,2.5,False,False,40,역번역 유사도 낮음(0.00)
간사회사,tgl_Latn,Mga tagapag-alaga,보호자,0.0,0.75,False,False,40,역번역 유사도 낮음(0.00)
간접공시,tha_Thai,การเปิดเผยข้อมูลแบบอ้อม,비공개적인 정보공개,0.143,2.5,False,False,40,역번역 유사도 낮음(0.14)
간접공시,tgl_Latn,Sa pamamagitan ng hindi direktang pagpapakita,간접적으로 보여줌으로써,0.25,3.0,False,False,40,역번역 유사도 낮음(0.25)
간접금융,mya_Mymr,တိုက်ရိုက် ငွေကြေးထောက်ပံ့မှု,직접적인 자금 지원,0.286,2.5,False,False,40,역번역 유사도 낮음(0.29)
간접모집,tha_Thai,การรับสมัครแบบไม่โดยตรง,비공식 지원,0.0,1.5,False,False,40,역번역 유사도 낮음(0.00)
간접발행,mya_Mymr,ဘေးထွက်ဆိုးကျိုးတွေ,부작용입니다.,0.0,1.75,False,False,40,역번역 유사도 낮음(0.00)
간접발행,tgl_Latn,Di-tuwid na pag-akyat,불직한 등반,0.0,1.5,False,False,40,역번역 유사도 낮음(0.00)
간접점유,mya_Mymr,တိုက်ရိုက် ဝယ်ယူခြင်း။,직접 구매입니다.,0.154,2.25,False,False,40,역번역 유사도 낮음(0.15)
간접참가자,mya_Mymr,အဆက်မပြတ် ပါဝင်သူ,지속적인 참여자입니다.,0.235,2.4,False,False,40,역번역 유사도 낮음(0.24)
간접참가자,tgl_Latn,Ang mga hindi direktang kasapi,비접속 회원,0.182,1.2,False,False,40,역번역 유사도 낮음(0.18)
감리대상종목,ind_Latn,Sektor yang Diawasi,감시 구역,0.182,0.83,False,False,40,역번역 유사도 낮음(0.18)
감리대상종목,tha_Thai,รายการที่อยู่ภายใต้การกำกับดูแล,관리하에 있는 프로그램,0.111,2.0,False,False,40,역번역 유사도 낮음(0.11)
감리대상종목,mya_Mymr,ဆီးချိုမျိုးစိတ်,당뇨병의 종류,0.154,1.17,False,False,40,역번역 유사도 낮음(0.15)
감리대상종목,tgl_Latn,Ang mga species ng pandaraya,사기꾼의 종류,0.154,1.17,False,False,40,역번역 유사도 낮음(0.15)
감자차익,mya_Mymr,ခရမ်းချဉ်သီး ရလဒ်။,토마토의 결과입니다.,0.0,2.75,False,False,40,역번역 유사도 낮음(0.00)
감채기금,vie_Latn,Quỹ Gamchae,Gamchae 재단,0.0,2.5,False,False,40,역번역 유사도 낮음(0.00)
감채기금,mya_Mymr,ချေးငွေ,대출,0.0,0.5,False,False,40,역번역 유사도 낮음(0.00)
감채기금,tgl_Latn,Ang mga utang sa utang,부채의 부채,0.2,1.5,False,False,40,역번역 유사도 낮음(0.20)
감채기금부채권,tha_Thai,หลักทรัพย์หนี้ที่มีกองทุนไถ่ถอนเป็นหลักประกัน,부채가 담보로 인출된 채권,0.286,2.0,False,False,40,역번역 유사도 낮음(0.29)
감채기금부채권,mya_Mymr,ချေးငွေ ချေးငွေ ချေးငွေ,대출금 대출금,0.143,1.0,False,False,40,역번역 유사도 낮음(0.14)
강세장,vie_Latn,Thị trường tăng giá,시장의 가격 상승,0.167,3.0,False,False,40,역번역 유사도 낮음(0.17)
강세장,ind_Latn,Pasar bullish,시장이 상승하고,0.182,2.67,False,False,40,역번역 유사도 낮음(0.18)
강세장,tgl_Latn,Kapamilya.,가족입니다.,0.0,2.0,False,False,40,역번역 유사도 낮음(0.00)
강제매수,vie_Latn,Mua bắt buộc,필수 구매,0.222,1.25,False,False,40,역번역 유사도 낮음(0.22)
강제매수,tha_Thai,การเวนคืน,복귀,0.0,0.5,False,False,40,역번역 유사도 낮음(0.00)
개발신탁,ind_Latn,Perwalian Pembangunan,건설기탁,0.25,1.0,False,False,40,역번역 유사도 낮음(0.25)
개발신탁,tgl_Latn,Pag-aalaga sa pag-unlad,성장에 대한 보살핌,0.0,2.5,False,False,40,역번역 유사도 낮음(0.00)
개방식 담보사채,vie_Latn,Trái phiếu có bảo đảm mở,유가증권은 공개됩니다.,0.1,1.5,False,False,40,역번역 유사도 낮음(0.10)
개방식 담보사채,ind_Latn,Obligasi dengan jaminan terbuka,공개보증증권,0.286,0.75,False,False,40,역번역 유사도 낮음(0.29)
개방식 담보사채,tha_Thai,พันธบัตรที่มีหลักประกันแบบเปิด,공인중개증권,0.143,0.75,False,False,40,역번역 유사도 낮음(0.14)
개방식 담보사채,mya_Mymr,ပွင့်လင်းတဲ့ ချုပ်ဆိုမှုပါ။,그것은 개방적인 계약입니다.,0.261,1.88,False,False,40,역번역 유사도 낮음(0.26)
개방형 리포,mya_Mymr,လွတ်လပ်တဲ့ အစီရင်ခံစာ,독립 보고서,0.167,1.0,False,False,40,역번역 유사도 낮음(0.17)
개방형 투자신탁,vie_Latn,Quỹ đầu tư mở,오픈투자펀드,0.286,0.75,False,False,40,역번역 유사도 낮음(0.29)
개방형 투자신탁,ind_Latn,Reksa Dana Terbuka,오픈 머쉬펀드,0.133,0.88,False,False,40,역번역 유사도 낮음(0.13)
개방형 투자신탁,tgl_Latn,Bukas na Pananampalataya sa Pamumuhunan,투자에 대한 개방적인 믿음,0.273,1.75,False,False,40,역번역 유사도 낮음(0.27)
개별결제,ind_Latn,Pembayaran per transaksi,거래당 지불,0.0,1.5,False,False,40,역번역 유사도 낮음(0.00)
개별경쟁매매,tgl_Latn,Pagbebenta ng indibidwal na paligsahan,개인 토너먼트 판매,0.25,1.67,False,False,40,역번역 유사도 낮음(0.25)
개시증거금,ind_Latn,Setoran Awal,초기 예금,0.2,1.0,False,False,40,역번역 유사도 낮음(0.20)
개시증거금,tha_Thai,เงินประกันเริ่มต้น,보험금이 시작됩니다.,0.125,2.2,False,False,40,역번역 유사도 낮음(0.12)
개시증거금,mya_Mymr,ပွင့်လင်းတဲ့ သက်သေခံငွေ,개방형 인증서입니다.,0.25,2.2,False,False,40,역번역 유사도 낮음(0.25)
거래내역,tha_Thai,ประวัติการทำธุรกรรม,사업 기록,0.0,1.25,False,False,40,역번역 유사도 낮음(0.00)
거래내역,mya_Mymr,ရောင်းဝယ်မှု အစိတ်အပိုင်း,거래의 일부입니다.,0.286,2.5,False,False,40,역번역 유사도 낮음(0.29)
거래량비율,mya_Mymr,ကုန်သွယ်မှု ပမာဏ,무역의 양,0.0,1.0,False,False,40,역번역 유사도 낮음(0.00)
거래량회전율,tha_Thai,อัตราการลาออก,퇴직률,0.0,0.5,False,False,40,역번역 유사도 낮음(0.00)
거래량회전율,tgl_Latn,Ang halaga ng kalakalan,무역의 가치,0.0,1.0,False,False,40,역번역 유사도 낮음(0.00)
거래성립률,mya_Mymr,ငွေလဲလှယ်နိုင်မှုနှုန်း,환율,0.0,0.4,False,False,40,역번역 유사도 낮음(0.00)
거래성립률,tgl_Latn,Ang pagiging matatag ng kalakalan,무역의 안정성,0.167,1.4,False,False,40,역번역 유사도 낮음(0.17)
거래소 회원,tha_Thai,สมาชิก Exchange,교환원,0.222,0.5,False,False,40,역번역 유사도 낮음(0.22)
거래소 회원,mya_Mymr,ငွေလဲလှယ်ရေး အဖွဲ့ဝင်,교환 멤버,0.182,0.83,False,False,40,역번역 유사도 낮음(0.18)
거래취소,tha_Thai,การยกเลิกธุรกรรม,사업 중단,0.0,1.25,False,False,40,역번역 유사도 낮음(0.00)
거래취소,mya_Mymr,ရောင်းဝယ်ရေး နေရာပါ။,쇼핑몰입니다.,0.0,1.75,False,False,40,역번역 유사도 낮음(0.00)
거래취소,tgl_Latn,Mga lugar ng kalakalan.,상업지역.,0.0,1.25,False,False,40,역번역 유사도 낮음(0.00)
건설이자,mya_Mymr,ဆောက်လုပ်ရေးနဲ့,건축과,0.286,0.75,False,False,40,역번역 유사도 낮음(0.29)
건설이자,tgl_Latn,Ang pagbuo at,개발과,0.0,0.75,False,False,40,역번역 유사도 낮음(0.00)
겐사끼시장,tha_Thai,ตลาดเกนซากิ,겐자키 마켓,0.182,1.2,False,False,40,역번역 유사도 낮음(0.18)
격탁매매,vie_Latn,Giao dịch chênh lệch giá,가격 차이 거래,0.167,2.0,False,False,40,역번역 유사도 낮음(0.17)
격탁매매,ind_Latn,Transaksi dengan harga tetap,일정한 가격의 거래,0.143,2.5,False,False,40,역번역 유사도 낮음(0.14)
격탁매매,mya_Mymr,အရောင်းအဝယ်,도박,0.0,0.5,False,False,40,역번역 유사도 낮음(0.00)
격탁매매,tgl_Latn,Pag-aabang ng table.,테이블을 빌려주죠.,0.0,2.5,False,False,40,역번역 유사도 낮음(0.00)
견양증권,mya_Mymr,ထောက်ပံ့ရေး လက်မှတ်။,지원 티켓.,0.0,1.5,False,False,40,역번역 유사도 낮음(0.00)
견양증권,tgl_Latn,Mga sertipiko ng suporta,지원 증명서,0.2,1.5,False,False,40,역번역 유사도 낮음(0.20)
결제대금주선제도,vie_Latn,Chế độ hỗ trợ thanh toán,지불 지원 모드,0.0,1.0,False,False,40,역번역 유사도 낮음(0.00)
결제대금주선제도,tha_Thai,โครงการรับประกันการชำระเงิน,지불 보증 프로그램,0.0,1.25,False,False,40,역번역 유사도 낮음(0.00)
결제대금주선제도,mya_Mymr,ပိုက်ဆံပေးချေမှုစနစ်,현금 시스템입니다.,0.111,1.25,False,False,40,역번역 유사도 낮음(0.11)
결제대금주선제도,tgl_Latn,Ang sistema ng pagbabayad ng utang.,빚을 갚는 시스템,0.0,1.12,False,False,40,역번역 유사도 낮음(0.00)
결제대용증,tha_Thai,ใบรับรองการชำระแทน,환불 증명서,0.182,1.2,False,False,40,역번역 유사도 낮음(0.18)
결제대용증,tgl_Latn,Pagpapahintulot sa pagbabayad,지불을 허용하는 것,0.133,2.0,False,False,40,역번역 유사도 낮음(0.13)
결제리스크 관리제도,tgl_Latn,Ang pagmamaneho ng panganib sa pagbabayad,결제 위험을 운용하는 것,0.261,1.3,False,False,40,역번역 유사도 낮음(0.26)
결제불이행거래,tha_Thai,ธุรกรรมที่มียอดค้างชำระ,높은 수익률의 사업입니다.,0.0,2.0,False,False,40,역번역 유사도 낮음(0.00)
결제불이행거래,tgl_Latn,Ang pagbabayad ng utang.,빚을 갚는 것,0.0,1.0,False,False,40,역번역 유사도 낮음(0.00)
결제순서조작,mya_Mymr,အပြီးသတ် စီမံကိန်း။,최종 프로젝트입니다.,0.0,1.83,False,False,40,역번역 유사도 낮음(0.00)
결제순서조작,tgl_Latn,Pag-aayos ng mga order ng pagtatapos,종료 명령을 조정하는 것,0.105,2.17,False,False,40,역번역 유사도 낮음(0.11)
결제시한,vie_Latn,Hạn chót thanh toán,결제 기간,0.444,1.25,False,True,40,is_dup(다의어); 역번역 유사도 다소낮음(0.44)
결제시한,vie_Latn,Hạn chót thanh toán,결제 기간,0.444,1.25,False,True,40,is_dup(다의어); 역번역 유사도 다소낮음(0.44)
결제시한,ind_Latn,Batas waktu pembayaran,결제 기간,0.444,1.25,False,True,40,is_dup(다의어); 역번역 유사도 다소낮음(0.44)
결제시한,ind_Latn,Batas waktu pembayaran,결제 기간,0.444,1.25,False,True,40,is_dup(다의어); 역번역 유사도 다소낮음(0.44)
결제은행제도,tha_Thai,ระบบธนาคารสำหรับการชำระบัญชี,계좌를 지불하는 은행 시스템,0.19,2.5,False,False,40,역번역 유사도 낮음(0.19)
