term,grade,sense,ko_sentence,lang,translation,label,provider,labse_filter_pass
기세,1등급,nonfinancial,친구가 연설을 시작하자 청중은 기세에 휩싸여 박수를 보냈다.,ind_Latn,"Saat teman saya memulai pidato, penonton terbawa semangat dan bertepuk tangan.",neg,groq,True
기세,1등급,nonfinancial,친구가 연설을 시작하자 청중은 기세에 휩싸여 박수를 보냈다.,tha_Thai,เมื่อเพื่อนเริ่มพูดสุนทรพจน์ ผู้ชมก็ถูกพลังของการพูดพัดพาให้ปรบมือ.,neg,groq,True
기세,1등급,nonfinancial,친구가 연설을 시작하자 청중은 기세에 휩싸여 박수를 보냈다.,tgl_Latn,"Nang magsimula ang kaibigan sa talumpati, ang mga tagapakinig ay nabalot ng sigla at nagpalakpakan.",neg,groq,True
기세,1등급,nonfinancial,친구가 연설을 시작하자 청중은 기세에 휩싸여 박수를 보냈다.,mya_Mymr,သူငယ်ချင်းက မိန့်ခွန်းကို စတင်ပြောလိုက်သလို၊ ပရိသတ်တွေက အင်အားအပြည့်နဲ့ လှုပ်ရှားပြီး လက်ခုပ်ထိုးခဲ့တယ်။,neg,groq,True
단주,1등급,financial,단주와 관련된 시장 정보를 확인하고 싶습니다.,vie_Latn,Tôi muốn kiểm tra thông tin thị trường liên quan đến cổ phiếu lẻ.,pos,groq,True
단주,1등급,financial,단주와 관련된 시장 정보를 확인하고 싶습니다.,ind_Latn,Saya ingin memeriksa informasi pasar terkait lot ganjil.,pos,groq,True
단주,1등급,financial,단주와 관련된 시장 정보를 확인하고 싶습니다.,tha_Thai,ฉันต้องการตรวจสอบข้อมูลตลาดที่เกี่ยวกับหุ้นจำนวนเล็ก,pos,groq,True
단주,1등급,financial,단주와 관련된 시장 정보를 확인하고 싶습니다.,tgl_Latn,Gusto kong tingnan ang impormasyon sa merkado na may kinalaman sa odd lot.,pos,groq,True
단주,1등급,financial,단주와 관련된 시장 정보를 확인하고 싶습니다.,mya_Mymr,အနည်းငယ်အစု နှင့် ဆိုင်သော စျေးကွက် အချက်အလက်များကို စစ်ဆေးလိုပါသည်။,pos,groq,True
단주,1등급,financial,단주 매매는 장외시장에만 한정돼 있어 유동성이 낮은 편이다.,vie_Latn,"Giao dịch cổ phiếu lẻ chỉ giới hạn trong thị trường OTC, do đó tính thanh khoản thường thấp.",pos,groq,True
단주,1등급,financial,단주 매매는 장외시장에만 한정돼 있어 유동성이 낮은 편이다.,ind_Latn,"Perdagangan odd lot hanya terbatas pada pasar OTC, sehingga likuiditasnya cenderung rendah.",pos,groq,True
단주,1등급,financial,단주 매매는 장외시장에만 한정돼 있어 유동성이 낮은 편이다.,tha_Thai,การซื้อขายหุ้นจำนวนเล็กจำกัดอยู่เฉพาะในตลาดนอกตลาดหลักทรัพย์ ทำให้สภาพคล่องค่อนข้างต่ำ,pos,groq,True
단주,1등급,financial,단주 매매는 장외시장에만 한정돼 있어 유동성이 낮은 편이다.,tgl_Latn,"Ang kalakalan ng odd lot ay limitado lamang sa labas ng palitan, kaya mababa ang likwididad nito.",pos,groq,True
단주,1등급,financial,단주 매매는 장외시장에만 한정돼 있어 유동성이 낮은 편이다.,mya_Mymr,အနည်းငယ်အရေအတွက် (odd‑lot) အရောင်းအဝယ်သည် အော့တီစီ စျေးကွက်တွင်သာ ကန့်သတ်ထားသောကြောင့် လည်ပတ်မှု နည်းပါးသော အနေအထားရှိသည်။,pos,groq,True
단주,1등급,financial,투자자는 단주를 보유하고 있으면 최소 거래 단위인 10주를 채우기 전까지는 매도하기 어려울 수 있다.,vie_Latn,"Nếu nhà đầu tư nắm giữ cổ phiếu lẻ, họ có thể gặp khó khăn trong việc bán cho đến khi đạt đủ tối thiểu 10 cổ phiếu, đơn vị giao dịch tối thiểu.",pos,groq,True
단주,1등급,financial,투자자는 단주를 보유하고 있으면 최소 거래 단위인 10주를 채우기 전까지는 매도하기 어려울 수 있다.,ind_Latn,"Jika seorang investor memiliki lot ganjil, ia mungkin sulit untuk menjualnya sampai mencapai unit perdagangan minimum, yaitu 10 saham.",pos,groq,True
단주,1등급,financial,투자자는 단주를 보유하고 있으면 최소 거래 단위인 10주를 채우기 전까지는 매도하기 어려울 수 있다.,tha_Thai,หากนักลงทุนถือหุ้นจำนวนไม่เต็มล็อต จะอาจขายได้ยากจนกว่าจะครบหน่วยการซื้อขายขั้นต่ำที่ 10 หุ้น,pos,groq,True
단주,1등급,financial,투자자는 단주를 보유하고 있으면 최소 거래 단위인 10주를 채우기 전까지는 매도하기 어려울 수 있다.,tgl_Latn,"Kung ang mamumuhunan ay may hawak na odd lot, maaaring mahirapan siyang magbenta hanggang sa makamit niya ang minimum na kalakhan ng kalakalan na 10 shares.",pos,groq,True
단주,1등급,financial,투자자는 단주를 보유하고 있으면 최소 거래 단위인 10주를 채우기 전까지는 매도하기 어려울 수 있다.,mya_Mymr,ရင်းနှီးမြှုပ်နှံသူသည် တစ်ခုတည်းသော အရေအတွက် ကို ကိုင်ထားလျှင် အနည်းဆုံး အဝယ်အရေအတွက်ဖြစ်သော ၁၀ ရှယ်ယာကို မပြည့်မီခင် အရောင်းပြုလုပ်ရခက်ခဲနိုင်သည်။,pos,groq,True
단주,1등급,nonfinancial,요즘 단주를 결심하고 매일 물만 마시며 지내고 있다.,vie_Latn,"Gần đây, tôi quyết tâm ngừng uống rượu và chỉ uống nước mỗi ngày.",neg,groq,True
단주,1등급,nonfinancial,요즘 단주를 결심하고 매일 물만 마시며 지내고 있다.,ind_Latn,Akhir-akhir ini saya memutuskan untuk berhenti minum alkohol dan hanya minum air setiap hari.,neg,groq,True
단주,1등급,nonfinancial,요즘 단주를 결심하고 매일 물만 마시며 지내고 있다.,tha_Thai,ช่วงนี้ฉันตั้งใจเลิกดื่มเหล้าและดื่มน้ำเท่านั้นทุกวัน,neg,groq,True
단주,1등급,nonfinancial,요즘 단주를 결심하고 매일 물만 마시며 지내고 있다.,tgl_Latn,"Kamakailan, nagpasya akong itigil ang pag-inom ng alak at araw-araw ay umiinom lamang ng tubig.",neg,groq,True
단주,1등급,nonfinancial,요즘 단주를 결심하고 매일 물만 마시며 지내고 있다.,mya_Mymr,ယခုအခါ အရက်မသောက်ရန် ဆုံးဖြတ်ပြီး နေ့စဉ် ရေတစ်ခွက်သာ သောက်နေပါတယ်။,neg,groq,True
단주,1등급,nonfinancial,친구가 단주를 시작했다며 술자리 초대를 거절했다.,vie_Latn,Bạn tôi nói mình đã bắt đầu kiêng rượu và đã từ chối lời mời tới buổi uống rượu.,neg,groq,True
단주,1등급,nonfinancial,친구가 단주를 시작했다며 술자리 초대를 거절했다.,ind_Latn,Teman saya menolak undangan minum karena mengatakan bahwa dia mulai berhenti minum.,neg,groq,True
단주,1등급,nonfinancial,친구가 단주를 시작했다며 술자리 초대를 거절했다.,tha_Thai,เพื่อนบอกว่าเริ่มงดดื่มแล้วจึงปฏิเสธการเชิญไปดื่ม,neg,groq,True
단주,1등급,nonfinancial,친구가 단주를 시작했다며 술자리 초대를 거절했다.,tgl_Latn,Tinanggihan ng kaibigan ko ang imbitasyon sa inuman dahil nagsimula na siyang mag‑quit ng alak.,neg,groq,True
단주,1등급,nonfinancial,친구가 단주를 시작했다며 술자리 초대를 거절했다.,mya_Mymr,သူငယ်ချင်းက အရက်မသောက်ခြင်းကို စတင်လိုက်တယ်လို့ ပြောပြီး အရက်ပွဲဖိတ်ကြားမှုကို ငြင်းဆိုလိုက်တယ်။,neg,groq,True
대권,1등급,financial,대권이 무엇인지 설명해 주세요.,vie_Latn,Xin giải thích “대권” là gì.,pos,groq,True
대권,1등급,financial,대권이 무엇인지 설명해 주세요.,ind_Latn,Tolong jelaskan apa itu 대권.,pos,groq,True
대권,1등급,financial,대권이 무엇인지 설명해 주세요.,tha_Thai,กรุณาอธิบายว่า “대권” คืออะไร,pos,groq,True
대권,1등급,financial,대권이 무엇인지 설명해 주세요.,tgl_Latn,Pakiipaliwanag po kung ano ang 대권.,pos,groq,True
대권,1등급,financial,대권이 무엇인지 설명해 주세요.,mya_Mymr,ကျေးဇူးပြု၍ 대권 ဆိုတာဘာလဲဆိုတာရှင်းပြပါ။,pos,groq,True
대권,1등급,financial,대권 발행을 통해 대규모 투자자들이 소액으로도 동일한 권리를 공유할 수 있게 되었다.,vie_Latn,"Thông qua việc phát hành 대권, các nhà đầu tư quy mô lớn đã có thể chia sẻ cùng một quyền lợi ngay cả khi nắm giữ số lượng nhỏ.",pos,groq,True
대권,1등급,financial,대권 발행을 통해 대규모 투자자들이 소액으로도 동일한 권리를 공유할 수 있게 되었다.,ind_Latn,"Dengan penerbitan 대권, investor skala besar dapat berbagi hak yang sama bahkan dengan investasi kecil.",pos,groq,True
대권,1등급,financial,대권 발행을 통해 대규모 투자자들이 소액으로도 동일한 권리를 공유할 수 있게 되었다.,tha_Thai,ด้วยการออก 대권 นักลงทุนขนาดใหญ่สามารถแบ่งปันสิทธิเดียวกันได้แม้จะลงทุนเพียงจำนวนเงินเล็กน้อย.,pos,groq,True
대권,1등급,financial,대권 발행을 통해 대규모 투자자들이 소액으로도 동일한 권리를 공유할 수 있게 되었다.,tgl_Latn,"Sa pamamagitan ng pag-isyu ng 대권, nagkaroon ng kakayahan ang mga malalaking mamumuhunan na kahit na maliit na halaga ay makabahagi ng parehong karapatan.",pos,groq,True
대권,1등급,financial,대권 발행을 통해 대규모 투자자들이 소액으로도 동일한 권리를 공유할 수 있게 되었다.,mya_Mymr,ဒေခွန်းထုတ်发行မှတဆင့် အကြီးအကျယ် ရင်းနှီးမြှုပ်နှံသူများသည် အနည်းငယ်ပမာဏဖြင့်တောင် တူညီသော အခွင့်အရေးများကို မျှဝေနိုင်လာခဲ့သည်။,pos,groq,True
대권,1등급,financial,우리 회사는 최근 대권을 활용한 유동성 공급 방안을 검토 중이다.,vie_Latn,Công ty chúng tôi đang xem xét phương án cung cấp thanh khoản bằng cách sử dụng 대권.,pos,groq,True
대권,1등급,financial,우리 회사는 최근 대권을 활용한 유동성 공급 방안을 검토 중이다.,ind_Latn,Perusahaan kami sedang meninjau rencana penyediaan likuiditas yang memanfaatkan sekuritas kolektif.,pos,groq,True
대권,1등급,financial,우리 회사는 최근 대권을 활용한 유동성 공급 방안을 검토 중이다.,tha_Thai,บริษัทของเรากำลังตรวจสอบแนวทางการจัดหาสภาพคล่องโดยใช้หลักทรัพย์รวม (대권),pos,groq,True
대권,1등급,financial,우리 회사는 최근 대권을 활용한 유동성 공급 방안을 검토 중이다.,tgl_Latn,Ang aming kumpanya ay kasalukuyang nagsusuri ng isang plano para sa pagbibigay ng likwididad gamit ang mga collective securities.,pos,groq,True
대권,1등급,financial,우리 회사는 최근 대권을 활용한 유동성 공급 방안을 검토 중이다.,mya_Mymr,ကျွန်ုပ်တို့ကုမ္ပဏီသည် မကြာသေးမီက အစုစုပေါင်းလက်မှတ်ကို အသုံးပြု၍ ငွေကြေး လွှမ်းမိုးမှု ပံ့ပိုးရေး အစီအစဉ်ကို စဉ်းစားနေသည်။,pos,groq,True
대권,1등급,nonfinancial,그는 대권을 잡기 위해 전국을 누볐다.,vie_Latn,Anh ấy đã đi khắp cả nước để giành ngôi vị tổng thống.,neg,groq,True
대권,1등급,nonfinancial,그는 대권을 잡기 위해 전국을 누볐다.,ind_Latn,Dia berkeliling seluruh negeri untuk merebut kursi kepresidenan.,neg,groq,True
대권,1등급,nonfinancial,그는 대권을 잡기 위해 전국을 누볐다.,tha_Thai,เขาเดินทางทั่วประเทศเพื่อคว้าตำแหน่งประธานาธิบดี.,neg,groq,True
대권,1등급,nonfinancial,그는 대권을 잡기 위해 전국을 누볐다.,tgl_Latn,Naglibot siya sa buong bansa upang makuha ang pinakamataas na kapangyarihang pang‑pangulo.,neg,groq,True
대권,1등급,nonfinancial,그는 대권을 잡기 위해 전국을 누볐다.,mya_Mymr,သူသည် သမ္မတအရာကို ရယူရန် တစ်နိုင်ငံလုံးကို လှုပ်ရှားခဲ့သည်။,neg,groq,True
대권,1등급,nonfinancial,대권 후보들의 토론이 내일 밤에 시작된다.,vie_Latn,Cuộc tranh luận của các ứng cử viên tranh cử tổng thống sẽ bắt đầu vào tối ngày mai.,neg,groq,True
대권,1등급,nonfinancial,대권 후보들의 토론이 내일 밤에 시작된다.,ind_Latn,Debat para calon presiden akan dimulai besok malam.,neg,groq,True
대권,1등급,nonfinancial,대권 후보들의 토론이 내일 밤에 시작된다.,tha_Thai,การโต้วาทีของผู้สมัครตำแหน่งประธานาธิบดีจะเริ่มในคืนพรุ่งนี้.,neg,groq,True
대권,1등급,nonfinancial,대권 후보들의 토론이 내일 밤에 시작된다.,tgl_Latn,Magsisimula bukas ng gabi ang debate ng mga kandidato sa pagkapangulo.,neg,groq,True
대권,1등급,nonfinancial,대권 후보들의 토론이 내일 밤에 시작된다.,mya_Mymr,သမ္မတလျှောက်ထားသူများ၏ ဆွေးနွေးပွဲသည် မနက်ဖြန် ညတွင် စတင်မည်။,neg,groq,True
대권,1등급,nonfinancial,대권을 차지한 후 그는 개혁 정책을 서둘러 추진했다.,vie_Latn,"Sau khi nắm giữ quyền lực tối cao, ông đã nhanh chóng triển khai các chính sách cải cách.",neg,groq,True
대권,1등급,nonfinancial,대권을 차지한 후 그는 개혁 정책을 서둘러 추진했다.,ind_Latn,"Setelah meraih kekuasaan tertinggi, dia segera melaksanakan kebijakan reformasi.",neg,groq,True
대권,1등급,nonfinancial,대권을 차지한 후 그는 개혁 정책을 서둘러 추진했다.,tha_Thai,หลังจากที่ได้ครองอำนาจสูงสุด เขาได้เร่งดำเนินนโยบายการปฏิรูป,neg,groq,True
대권,1등급,nonfinancial,대권을 차지한 후 그는 개혁 정책을 서둘러 추진했다.,tgl_Latn,"Pagkatapos niyang makuha ang pinakamataas na kapangyarihan, agad niyang isinusulong ang mga repormang patakaran.",neg,groq,True
대권,1등급,nonfinancial,대권을 차지한 후 그는 개혁 정책을 서둘러 추진했다.,mya_Mymr,အမြင့်ဆုံးအာဏာကိုရယူပြီးနောက်၊ သူသည်ပြုပြင်ပြောင်းလဲရေးမူဝါဒများကိုအလျင်အမြန်အကောင်အထည်ဖော်ခဲ့သည်။,neg,groq,True
빅뱅,1등급,financial,"런던시장의 빅뱅 이후, 영국계 증권사들은 브로커와 자버를 동시에 운영하며 새로운 수익 모델을 모색하고 있다.",vie_Latn,"Sau cuộc cải cách “Big Bang” của thị trường London, các công ty chứng khoán Anh đang vận hành đồng thời vai trò của broker và jobber, và đang tìm kiếm mô hình lợi nhuận mới.",pos,groq,True
빅뱅,1등급,financial,"런던시장의 빅뱅 이후, 영국계 증권사들은 브로커와 자버를 동시에 운영하며 새로운 수익 모델을 모색하고 있다.",ind_Latn,"Setelah Big Bang pasar London, perusahaan sekuritas asal Inggris sedang mencari model pendapatan baru dengan menjalankan broker dan jobber secara bersamaan.",pos,groq,True
빅뱅,1등급,financial,"런던시장의 빅뱅 이후, 영국계 증권사들은 브로커와 자버를 동시에 운영하며 새로운 수익 모델을 모색하고 있다.",tha_Thai,หลังจากบิ๊กแบงของตลาดลอนดอน บริษัทหลักทรัพย์ของอังกฤษได้ดำเนินการเป็นทั้งโบรกเกอร์และจ๊อบเบอร์พร้อมกันและกำลังมองหาโมเดลรายได้ใหม่.,pos,groq,True
빅뱅,1등급,financial,"런던시장의 빅뱅 이후, 영국계 증권사들은 브로커와 자버를 동시에 운영하며 새로운 수익 모델을 모색하고 있다.",tgl_Latn,"Pagkatapos ng Big Bang ng pamilihan ng London, ang mga kumpanyang pang-sekuridad na Briton ay nagpapatakbo ng parehong broker at jobber nang sabay at naghahanap ng bagong modelo ng kita.",pos,groq,True
빅뱅,1등급,financial,"런던시장의 빅뱅 이후, 영국계 증권사들은 브로커와 자버를 동시에 운영하며 새로운 수익 모델을 모색하고 있다.",mya_Mymr,လန်ဒန်စျေးကွက်၏ ဘစ်ဘန် ပြုပြင်မှုအပြီး၊ ဗြိတိသျှအခြေပြု စတော့အိတ်ချုပ်ကုမ္ပဏီများသည် ဘရိုကာနှင့် ဂျော့ဘာကို တစ်ပြိုင်နက် လည်ပတ်ကာ အခွင့်အလမ်းအသစ်များကို ရှာဖွေနေသည်။,pos,groq,True
빅뱅,1등급,financial,"최근 국내 투자자들도 빅뱅으로 인한 수수료 자유화 효과를 기대하며, 해외 주식 거래를 활발히 늘리고 있다.",vie_Latn,"Gần đây, các nhà đầu tư trong nước cũng đang kỳ vọng vào hiệu quả tự do hoá phí giao dịch do đợt Big Bang tài chính mang lại, và đang tích cực tăng cường giao dịch cổ phiếu nước ngoài.",pos,groq,True
빅뱅,1등급,financial,"최근 국내 투자자들도 빅뱅으로 인한 수수료 자유화 효과를 기대하며, 해외 주식 거래를 활발히 늘리고 있다.",ind_Latn,"Baru-baru ini, investor domestik juga mengharapkan efek liberalisasi komisi akibat Big Bang, dan secara aktif meningkatkan perdagangan saham luar negeri.",pos,groq,True
빅뱅,1등급,financial,"최근 국내 투자자들도 빅뱅으로 인한 수수료 자유화 효과를 기대하며, 해외 주식 거래를 활발히 늘리고 있다.",tha_Thai,เมื่อเร็ว ๆ นี้ นักลงทุนในประเทศก็เริ่มคาดหวังผลของการเปิดเสรีค่าธรรมเนียมที่เกิดจากบิ๊กแบง และเพิ่มการซื้อขายหุ้นต่างประเทศอย่างต่อเนื่อง,pos,groq,True
빅뱅,1등급,financial,"최근 국내 투자자들도 빅뱅으로 인한 수수료 자유화 효과를 기대하며, 해외 주식 거래를 활발히 늘리고 있다.",tgl_Latn,"Kamakailan, pati ang mga lokal na mamumuhunan ay umaasa sa epekto ng liberalisasyon ng mga bayarin dulot ng Big Bang, at aktibong nagpapalawak ng kanilang kalakalan sa mga banyagang stock.",pos,groq,True
빅뱅,1등급,financial,"최근 국내 투자자들도 빅뱅으로 인한 수수료 자유화 효과를 기대하며, 해외 주식 거래를 활발히 늘리고 있다.",mya_Mymr,မကြာသေးမီက အိမ်တွင်း ရင်းနှီးမြှုပ်နှံသူများလည်း ဘစ်ဘန် ကြောင့် အခကြေးငွေ လွတ်လပ်ရေး အကျိုးအမြတ်ကို မျှော်လင့်ပြီး နိုင်ငံခြား စတော့ရှယ်ယာ အရောင်းဝယ်မှုကို တက်ကြွစွာ တိုးလာကြသည်။,pos,groq,True
빅뱅,1등급,nonfinancial,우주가 탄생한 순간을 생각하면 빅뱅이 얼마나 거대한 사건이었는지 새삼 느껴진다.,vie_Latn,"Khi nghĩ đến khoảnh khắc vũ trụ sinh ra, ta lại cảm nhận sâu sắc rằng Big Bang là một sự kiện vô cùng vĩ đại.",neg,groq,True
빅뱅,1등급,nonfinancial,우주가 탄생한 순간을 생각하면 빅뱅이 얼마나 거대한 사건이었는지 새삼 느껴진다.,ind_Latn,"Jika memikirkan momen kelahiran alam semesta, saya kembali menyadari betapa besar peristiwa Big Bang itu.",neg,groq,True
빅뱅,1등급,nonfinancial,우주가 탄생한 순간을 생각하면 빅뱅이 얼마나 거대한 사건이었는지 새삼 느껴진다.,tha_Thai,เมื่อคิดถึงช่วงเวลาที่จักรวาลกำเนิดขึ้น ฉันรู้สึกอีกครั้งว่าบิ๊กแบงเป็นเหตุการณ์ที่ยิ่งใหญ่แค่ไหน,neg,groq,True
빅뱅,1등급,nonfinancial,우주가 탄생한 순간을 생각하면 빅뱅이 얼마나 거대한 사건이었는지 새삼 느껴진다.,tgl_Latn,"Kapag iniisip mo ang sandali ng pagsilang ng uniberso, muling nararamdaman kung gaano kalaki ang pangyayaring Big Bang.",neg,groq,True
빅뱅,1등급,nonfinancial,우주가 탄생한 순간을 생각하면 빅뱅이 얼마나 거대한 사건이었는지 새삼 느껴진다.,mya_Mymr,အာကာသက မွေးဖွားခဲ့တဲ့ အခါကို စဉ်းစားရင် ဘစ်ဘန့်က ဘယ်လောက် ကြီးမားတဲ့ ဖြစ်ရပ်တစ်ခုလဲဆိုတာ ထပ်မံ ခံစားရတယ်။,neg,groq,True
빅뱅,1등급,nonfinancial,다큐멘터리에서 빅뱅 이후 별과 은하가 어떻게 형성됐는지 자세히 설명하고 있었다.,vie_Latn,"Trong bộ phim tài liệu, họ đã giải thích chi tiết cách các ngôi sao và thiên hà hình thành sau Vụ nổ lớn.",neg,groq,True
빅뱅,1등급,nonfinancial,다큐멘터리에서 빅뱅 이후 별과 은하가 어떻게 형성됐는지 자세히 설명하고 있었다.,ind_Latn,"Dalam dokumenter, dijelaskan secara detail bagaimana bintang dan galaksi terbentuk setelah Big Bang.",neg,groq,True
빅뱅,1등급,nonfinancial,다큐멘터리에서 빅뱅 이후 별과 은하가 어떻게 형성됐는지 자세히 설명하고 있었다.,tha_Thai,ในสารคดีอธิบายอย่างละเอียดว่า หลังจากบิ๊กแบง ดาวและกาแล็กซี่ก่อตัวอย่างไร,neg,groq,True
빅뱅,1등급,nonfinancial,다큐멘터리에서 빅뱅 이후 별과 은하가 어떻게 형성됐는지 자세히 설명하고 있었다.,tgl_Latn,"Sa dokumentaryo, detalyadong ipinaliwanag kung paano nabuo ang mga bituin at galaksiya pagkatapos ng Big Bang.",neg,groq,True
빅뱅,1등급,nonfinancial,다큐멘터리에서 빅뱅 이후 별과 은하가 어떻게 형성됐는지 자세히 설명하고 있었다.,mya_Mymr,အထူးသတင်းရုပ်ရှင်တွင် ဗစ်ဘန်အပြီး ကြယ်များနှင့် ဂလက်ဆီများ ဘယ်လို ဖွဲ့စည်းသွားသလဲဆိုတာ အသေးစိတ်ရှင်းပြနေခဲ့သည်။,neg,groq,True
빅뱅,1등급,nonfinancial,그는 밤하늘을 보며 빅뱅이 일어난 뒤 지금까지 이어진 우주의 역사를 상상했다.,vie_Latn,Anh ấy nhìn lên bầu trời đêm và tưởng tượng về lịch sử vũ trụ từ khi Vụ nổ lớn xảy ra cho đến hiện tại.,neg,groq,True
빅뱅,1등급,nonfinancial,그는 밤하늘을 보며 빅뱅이 일어난 뒤 지금까지 이어진 우주의 역사를 상상했다.,ind_Latn,Dia melihat langit malam dan membayangkan sejarah alam semesta sejak terjadinya Big Bang hingga kini.,neg,groq,True
빅뱅,1등급,nonfinancial,그는 밤하늘을 보며 빅뱅이 일어난 뒤 지금까지 이어진 우주의 역사를 상상했다.,tha_Thai,เขามองดูท้องฟ้ายามค่ำคืนและจินตนาการถึงประวัติศาสตร์ของจักรวาลที่ต่อเนื่องมาจนถึงปัจจุบันตั้งแต่บิ๊กแบงเกิดขึ้น,neg,groq,True
빅뱅,1등급,nonfinancial,그는 밤하늘을 보며 빅뱅이 일어난 뒤 지금까지 이어진 우주의 역사를 상상했다.,tgl_Latn,"Habang tinitingnan niya ang kalangitan sa gabi, inisip niya ang kasaysayan ng sansinukob mula nang naganap ang Big Bang hanggang sa kasalukuyan.",neg,groq,True
빅뱅,1등급,nonfinancial,그는 밤하늘을 보며 빅뱅이 일어난 뒤 지금까지 이어진 우주의 역사를 상상했다.,mya_Mymr,သူသည် ညမိုးကောင်းကင်ကို ကြည့်ပြီး ဘစ်ဘန့် ဖြစ်ပွားပြီးနောက် ယခုအထိ ဆက်လက်ဖြစ်ပွားနေသော အာကာသ၏ သမိုင်းကို စိတ်ကူးထုတ်ခဲ့သည်။,neg,groq,True
상장,1등급,financial,상장이 무엇을 의미하나요?,vie_Latn,Niêm yết có nghĩa là gì?,pos,groq,True
상장,1등급,financial,상장이 무엇을 의미하나요?,ind_Latn,Apa yang dimaksud dengan pencatatan di bursa saham?,pos,groq,True
상장,1등급,financial,상장이 무엇을 의미하나요?,tha_Thai,การจดทะเบียนในตลาดหลักทรัพย์หมายถึงอะไร?,pos,groq,True
상장,1등급,financial,상장이 무엇을 의미하나요?,tgl_Latn,Ano ang ibig sabihin ng paglista?,pos,groq,True
상장,1등급,financial,상장이 무엇을 의미하나요?,mya_Mymr,စာရင်းဝင်ခြင်းသည် ဘာကို အဓိပ္ပာယ်ရသလဲ?,pos,groq,True
상장,1등급,financial,삼성전자는 2025년 말까지 새로운 사업 부문을 포함한 주식의 상장을 추진하고 있다.,vie_Latn,"Samsung Electronics đang tiến hành thúc đẩy việc niêm yết cổ phiếu, bao gồm cả các lĩnh vực kinh doanh mới, đến cuối năm 2025.",pos,groq,True
상장,1등급,financial,삼성전자는 2025년 말까지 새로운 사업 부문을 포함한 주식의 상장을 추진하고 있다.,ind_Latn,Samsung Electronics sedang mendorong pencatatan saham yang mencakup unit bisnis baru hingga akhir tahun 2025.,pos,groq,True
상장,1등급,financial,삼성전자는 2025년 말까지 새로운 사업 부문을 포함한 주식의 상장을 추진하고 있다.,tha_Thai,ซัมซุงอิเล็กทรอนิกส์กำลังผลักดันการจดทะเบียนหุ้นในตลาดหลักทรัพย์รวมถึงส่วนธุรกิจใหม่จนถึงปลายปี 2025.,pos,groq,True
상장,1등급,financial,삼성전자는 2025년 말까지 새로운 사업 부문을 포함한 주식의 상장을 추진하고 있다.,tgl_Latn,"Ang Samsung Electronics ay nagsusulong ng paglista ng mga stock, kabilang ang bagong business division, hanggang sa katapusan ng 2025.",pos,groq,True
상장,1등급,financial,삼성전자는 2025년 말까지 새로운 사업 부문을 포함한 주식의 상장을 추진하고 있다.,mya_Mymr,Samsung Electronics သည် ၂၀၂၅ ခုနှစ် အဆုံးအထိ အဆင့်အသစ်လုပ်ငန်းဌာနများပါဝင်သော စတော့ရှယ်ယာများကို စတော့အိတ်တွင် စာရင်းသွင်းရန် အစီအစဉ်တင်နေသည်။,pos,groq,True
상장,1등급,financial,코스닥 시장에 상장된 기업들은 정기적인 정보공개 의무를 이행해야 하므로 투자자들의 신뢰를 얻기 쉽다.,vie_Latn,"Các doanh nghiệp niêm yết trên thị trường KOSDAQ phải thực hiện nghĩa vụ công bố thông tin định kỳ, do đó dễ dàng giành được sự tin tưởng của nhà đầu tư.",pos,groq,True
상장,1등급,financial,코스닥 시장에 상장된 기업들은 정기적인 정보공개 의무를 이행해야 하므로 투자자들의 신뢰를 얻기 쉽다.,ind_Latn,"Perusahaan yang terdaftar di pasar KOSDAQ harus melaksanakan kewajiban pengungkapan informasi secara berkala, sehingga mudah memperoleh kepercayaan investor.",pos,groq,True
상장,1등급,financial,코스닥 시장에 상장된 기업들은 정기적인 정보공개 의무를 이행해야 하므로 투자자들의 신뢰를 얻기 쉽다.,tha_Thai,บริษัทที่จดทะเบียนในตลาดโคสดักต้องปฏิบัติตามหน้าที่การเปิดเผยข้อมูลเป็นประจำ ทำให้ได้รับความเชื่อมั่นจากนักลงทุนได้ง่ายขึ้น.,pos,groq,True
상장,1등급,financial,코스닥 시장에 상장된 기업들은 정기적인 정보공개 의무를 이행해야 하므로 투자자들의 신뢰를 얻기 쉽다.,tgl_Latn,"Ang mga kumpanyang nakalista sa pamilihang KOSDAQ ay kailangang tuparin ang regular na obligasyon sa pagbubukas ng impormasyon, kaya madaling makakuha ng tiwala ng mga mamumuhunan.",pos,groq,True
상장,1등급,financial,코스닥 시장에 상장된 기업들은 정기적인 정보공개 의무를 이행해야 하므로 투자자들의 신뢰를 얻기 쉽다.,mya_Mymr,KOSDAQ စျေးကွက်တွင် စာရင်းသွင်းထားသော ကုမ္ပဏီများသည် ပုံမှန် အချက်အလက် ထုတ်ဖော်ရန် တာဝန်ကို အကောင်အထည်ဖော်ရသောကြောင့် ရင်းနှီးမြှုပ်နှံသူများ၏ ယုံကြည်မှုကို ရယူရန် လွယ်ကူသည်။,pos,groq,True
상장,1등급,nonfinancial,우수 사원으로 선정된 그는 회사에서 상장을 받았다.,vie_Latn,"Anh ấy, người được chọn là nhân viên xuất sắc, đã nhận được giấy khen từ công ty.",neg,groq,True
상장,1등급,nonfinancial,우수 사원으로 선정된 그는 회사에서 상장을 받았다.,ind_Latn,Dia yang terpilih sebagai karyawan unggulan menerima piagam penghargaan dari perusahaan.,neg,groq,True
